The path of the results is all_sites\CNN_HPO_IBRH10
Basic_3inp model is applied
Learning rate is 0.000010
Apply pretrain model!
=================================================================
Layer (type:depth-idx)                   Param #
=================================================================
CNN_allsites                             --
©À©¤Sequential: 1-1                        --
©¦    ©¸©¤Conv1d: 2-1                       (688)
©¦    ©¸©¤ReLU: 2-2                         --
©¦    ©¸©¤Conv1d: 2-3                       (3,616)
©¦    ©¸©¤ReLU: 2-4                         --
©¦    ©¸©¤Conv1d: 2-5                       (14,400)
©¦    ©¸©¤ReLU: 2-6                         --
©¦    ©¸©¤Flatten: 2-7                      --
©¦    ©¸©¤Linear: 2-8                       (1,442,816)
©¦    ©¸©¤ReLU: 2-9                         --
©¦    ©¸©¤Linear: 2-10                      (524,800)
©¦    ©¸©¤ReLU: 2-11                        --
©¦    ©¸©¤Linear: 2-12                      (455,031)
©¦    ©¸©¤ReLU: 2-13                        --
©À©¤Sequential: 1-2                        --
©¦    ©¸©¤Conv1d: 2-14                      (664)
©¦    ©¸©¤ReLU: 2-15                        --
©¦    ©¸©¤Conv1d: 2-16                      (5,264)
©¦    ©¸©¤ReLU: 2-17                        --
©¦    ©¸©¤Conv1d: 2-18                      (10,512)
©¦    ©¸©¤ReLU: 2-19                        --
©¦    ©¸©¤Flatten: 2-20                     --
©¦    ©¸©¤Linear: 2-21                      (1,639,424)
©¦    ©¸©¤ReLU: 2-22                        --
©¦    ©¸©¤Linear: 2-23                      (524,800)
©¦    ©¸©¤ReLU: 2-24                        --
©¦    ©¸©¤Linear: 2-25                      (455,031)
©¦    ©¸©¤ReLU: 2-26                        --
©À©¤ModuleList: 1-3                        --
©¦    ©¸©¤Sequential: 2-27                  --
©¦    ©¦    ©¸©¤Linear: 3-1                  787,656
©¦    ©¦    ©¸©¤ReLU: 3-2                    --
©¦    ©¦    ©¸©¤Linear: 3-3                  787,656
©¦    ©¦    ©¸©¤ReLU: 3-4                    --
©¦    ©¦    ©¸©¤Linear: 3-5                  787,656
©¦    ©¦    ©¸©¤ReLU: 3-6                    --
©À©¤ModuleList: 1-4                        --
©¦    ©¸©¤Sequential: 2-28                  --
©¦    ©¦    ©¸©¤Linear: 3-7                  787,656
©¦    ©¦    ©¸©¤Sigmoid: 3-8                 --
©¦    ©¦    ©¸©¤Linear: 3-9                  787,656
©¦    ©¦    ©¸©¤Sigmoid: 3-10                --
©¦    ©¦    ©¸©¤Linear: 3-11                 787,656
©¦    ©¦    ©¸©¤Sigmoid: 3-12                --
©À©¤Sequential: 1-5                        --
©¦    ©¸©¤Linear: 2-29                      113,664
©¦    ©¸©¤Linear: 2-30                      16,512
©¦    ©¸©¤Linear: 2-31                      8,514
=================================================================
Total params: 9,941,672
Trainable params: 4,864,626
Non-trainable params: 5,077,046
=================================================================
Epoch [1/500]	 Average training and validation loss: 1.1273E-03 9.2903E-04	Time: 3.00s
Epoch [33/500]	 Average training and validation loss: 5.6623E-04 5.6981E-04	Time: 0.12s
Epoch [34/500]	 Average training and validation loss: 5.6419E-04 5.6929E-04	Time: 0.13s
Epoch [35/500]	 Average training and validation loss: 5.6220E-04 5.6880E-04	Time: 0.13s
Epoch [36/500]	 Average training and validation loss: 5.6026E-04 5.6834E-04	Time: 0.13s
Epoch [37/500]	 Average training and validation loss: 5.5836E-04 5.6790E-04	Time: 0.13s
Epoch [38/500]	 Average training and validation loss: 5.5651E-04 5.6747E-04	Time: 0.12s
Epoch [39/500]	 Average training and validation loss: 5.5469E-04 5.6708E-04	Time: 0.12s
Epoch [40/500]	 Average training and validation loss: 5.5292E-04 5.6671E-04	Time: 0.12s
Epoch [41/500]	 Average training and validation loss: 5.5118E-04 5.6634E-04	Time: 0.12s
Epoch [42/500]	 Average training and validation loss: 5.4948E-04 5.6602E-04	Time: 0.13s
Epoch [43/500]	 Average training and validation loss: 5.4781E-04 5.6572E-04	Time: 0.12s
Epoch [44/500]	 Average training and validation loss: 5.4617E-04 5.6545E-04	Time: 0.13s
Epoch [45/500]	 Average training and validation loss: 5.4456E-04 5.6519E-04	Time: 0.12s
Epoch [46/500]	 Average training and validation loss: 5.4297E-04 5.6494E-04	Time: 0.13s
Epoch [47/500]	 Average training and validation loss: 5.4141E-04 5.6471E-04	Time: 0.13s
Epoch [48/500]	 Average training and validation loss: 5.3988E-04 5.6450E-04	Time: 0.13s
Epoch [49/500]	 Average training and validation loss: 5.3837E-04 5.6429E-04	Time: 0.13s
Epoch [50/500]	 Average training and validation loss: 5.3688E-04 5.6410E-04	Time: 0.13s
Epoch [51/500]	 Average training and validation loss: 5.3542E-04 5.6391E-04	Time: 0.13s
Epoch [52/500]	 Average training and validation loss: 5.3399E-04 5.6373E-04	Time: 0.12s
Epoch [53/500]	 Average training and validation loss: 5.3259E-04 5.6356E-04	Time: 0.12s
Epoch [54/500]	 Average training and validation loss: 5.3120E-04 5.6339E-04	Time: 0.12s
Epoch [55/500]	 Average training and validation loss: 5.2984E-04 5.6322E-04	Time: 0.12s
Epoch [56/500]	 Average training and validation loss: 5.2849E-04 5.6308E-04	Time: 0.13s
Epoch [57/500]	 Average training and validation loss: 5.2716E-04 5.6295E-04	Time: 0.13s
Epoch [58/500]	 Average training and validation loss: 5.2586E-04 5.6281E-04	Time: 0.13s
Epoch [59/500]	 Average training and validation loss: 5.2459E-04 5.6268E-04	Time: 0.13s
Epoch [60/500]	 Average training and validation loss: 5.2334E-04 5.6254E-04	Time: 0.13s
Epoch [61/500]	 Average training and validation loss: 5.2212E-04 5.6242E-04	Time: 0.13s
Epoch [62/500]	 Average training and validation loss: 5.2091E-04 5.6230E-04	Time: 0.12s
Epoch [63/500]	 Average training and validation loss: 5.1972E-04 5.6220E-04	Time: 0.13s
Epoch [64/500]	 Average training and validation loss: 5.1856E-04 5.6209E-04	Time: 0.12s
Epoch [65/500]	 Average training and validation loss: 5.1742E-04 5.6199E-04	Time: 0.13s
Epoch [66/500]	 Average training and validation loss: 5.1628E-04 5.6189E-04	Time: 0.13s
Epoch [67/500]	 Average training and validation loss: 5.1516E-04 5.6180E-04	Time: 0.12s
Epoch [68/500]	 Average training and validation loss: 5.1405E-04 5.6172E-04	Time: 0.13s
Epoch [69/500]	 Average training and validation loss: 5.1296E-04 5.6164E-04	Time: 0.13s
Epoch [70/500]	 Average training and validation loss: 5.1189E-04 5.6157E-04	Time: 0.12s
Epoch [71/500]	 Average training and validation loss: 5.1082E-04 5.6151E-04	Time: 0.12s
Epoch [72/500]	 Average training and validation loss: 5.0978E-04 5.6145E-04	Time: 0.13s
Epoch [73/500]	 Average training and validation loss: 5.0873E-04 5.6140E-04	Time: 0.14s
Epoch [74/500]	 Average training and validation loss: 5.0771E-04 5.6134E-04	Time: 0.13s
Epoch [75/500]	 Average training and validation loss: 5.0669E-04 5.6128E-04	Time: 0.12s
Epoch [76/500]	 Average training and validation loss: 5.0569E-04 5.6124E-04	Time: 0.13s
Epoch [77/500]	 Average training and validation loss: 5.0471E-04 5.6120E-04	Time: 0.12s
Epoch [78/500]	 Average training and validation loss: 5.0372E-04 5.6117E-04	Time: 0.13s
Epoch [79/500]	 Average training and validation loss: 5.0276E-04 5.6113E-04	Time: 0.12s
Epoch [80/500]	 Average training and validation loss: 5.0181E-04 5.6111E-04	Time: 0.13s
Epoch [81/500]	 Average training and validation loss: 5.0085E-04 5.6108E-04	Time: 0.13s
Epoch [82/500]	 Average training and validation loss: 4.9992E-04 5.6105E-04	Time: 0.13s
Epoch [83/500]	 Average training and validation loss: 4.9898E-04 5.6104E-04	Time: 0.13s
Epoch [84/500]	 Average training and validation loss: 4.9805E-04 5.6102E-04	Time: 0.12s
Epoch [85/500]	 Average training and validation loss: 4.9713E-04 5.6102E-04	Time: 0.12s
Epoch [86/500]	 Average training and validation loss: 4.9623E-04 5.6101E-04	Time: 0.13s
Epoch [87/500]	 Average training and validation loss: 4.9532E-04 5.6102E-04	Time: 0.12s
Epoch [88/500]	 Average training and validation loss: 4.9442E-04 5.6102E-04	Time: 0.12s
Epoch [89/500]	 Average training and validation loss: 4.9353E-04 5.6101E-04	Time: 0.12s
Epoch [90/500]	 Average training and validation loss: 4.9265E-04 5.6103E-04	Time: 0.12s
Epoch [91/500]	 Average training and validation loss: 4.9178E-04 5.6106E-04	Time: 0.12s
Epoch [92/500]	 Average training and validation loss: 4.9092E-04 5.6107E-04	Time: 0.12s
Epoch [93/500]	 Average training and validation loss: 4.9005E-04 5.6112E-04	Time: 0.12s
Epoch [94/500]	 Average training and validation loss: 4.8919E-04 5.6114E-04	Time: 0.12s
Epoch [95/500]	 Average training and validation loss: 4.8835E-04 5.6117E-04	Time: 0.13s
Epoch [96/500]	 Average training and validation loss: 4.8751E-04 5.6121E-04	Time: 0.12s
Epoch [97/500]	 Average training and validation loss: 4.8667E-04 5.6126E-04	Time: 0.12s
Epoch [98/500]	 Average training and validation loss: 4.8584E-04 5.6130E-04	Time: 0.12s
Epoch [99/500]	 Average training and validation loss: 4.8501E-04 5.6135E-04	Time: 0.12s
Epoch [100/500]	 Average training and validation loss: 4.8420E-04 5.6142E-04	Time: 0.12s
Epoch [101/500]	 Average training and validation loss: 4.8339E-04 5.6145E-04	Time: 0.12s
Epoch [102/500]	 Average training and validation loss: 4.8258E-04 5.6150E-04	Time: 0.12s
Epoch [103/500]	 Average training and validation loss: 4.8178E-04 5.6154E-04	Time: 0.12s
Epoch [104/500]	 Average training and validation loss: 4.8099E-04 5.6160E-04	Time: 0.12s
Epoch [105/500]	 Average training and validation loss: 4.8020E-04 5.6167E-04	Time: 0.12s
Epoch [106/500]	 Average training and validation loss: 4.7941E-04 5.6172E-04	Time: 0.13s
Epoch [107/500]	 Average training and validation loss: 4.7863E-04 5.6180E-04	Time: 0.12s
Epoch [108/500]	 Average training and validation loss: 4.7786E-04 5.6184E-04	Time: 0.13s
Epoch [109/500]	 Average training and validation loss: 4.7709E-04 5.6190E-04	Time: 0.12s
Epoch [110/500]	 Average training and validation loss: 4.7632E-04 5.6197E-04	Time: 0.12s
Epoch [111/500]	 Average training and validation loss: 4.7555E-04 5.6205E-04	Time: 0.12s
Epoch [112/500]	 Average training and validation loss: 4.7480E-04 5.6211E-04	Time: 0.12s
Epoch [113/500]	 Average training and validation loss: 4.7404E-04 5.6215E-04	Time: 0.12s
Epoch [114/500]	 Average training and validation loss: 4.7329E-04 5.6223E-04	Time: 0.12s
Epoch [115/500]	 Average training and validation loss: 4.7255E-04 5.6229E-04	Time: 0.12s
Epoch [116/500]	 Average training and validation loss: 4.7181E-04 5.6234E-04	Time: 0.12s
Epoch [117/500]	 Average training and validation loss: 4.7107E-04 5.6242E-04	Time: 0.12s
Epoch [118/500]	 Average training and validation loss: 4.7035E-04 5.6245E-04	Time: 0.12s
Epoch [119/500]	 Average training and validation loss: 4.6962E-04 5.6250E-04	Time: 0.12s
Epoch [120/500]	 Average training and validation loss: 4.6889E-04 5.6255E-04	Time: 0.12s
Epoch [121/500]	 Average training and validation loss: 4.6818E-04 5.6263E-04	Time: 0.12s
Epoch [122/500]	 Average training and validation loss: 4.6747E-04 5.6268E-04	Time: 0.12s
Epoch [123/500]	 Average training and validation loss: 4.6675E-04 5.6273E-04	Time: 0.12s
Epoch [124/500]	 Average training and validation loss: 4.6605E-04 5.6279E-04	Time: 0.12s
Epoch [125/500]	 Average training and validation loss: 4.6535E-04 5.6282E-04	Time: 0.12s
Epoch [126/500]	 Average training and validation loss: 4.6465E-04 5.6285E-04	Time: 0.12s
Epoch [127/500]	 Average training and validation loss: 4.6394E-04 5.6291E-04	Time: 0.12s
Epoch [128/500]	 Average training and validation loss: 4.6326E-04 5.6297E-04	Time: 0.12s
Epoch [129/500]	 Average training and validation loss: 4.6255E-04 5.6302E-04	Time: 0.12s
Epoch [130/500]	 Average training and validation loss: 4.6186E-04 5.6305E-04	Time: 0.12s
Epoch [131/500]	 Average training and validation loss: 4.6117E-04 5.6308E-04	Time: 0.12s
Epoch [132/500]	 Average training and validation loss: 4.6047E-04 5.6316E-04	Time: 0.12s
Epoch [133/500]	 Average training and validation loss: 4.5980E-04 5.6320E-04	Time: 0.12s
Epoch [134/500]	 Average training and validation loss: 4.5911E-04 5.6326E-04	Time: 0.12s
Epoch [135/500]	 Average training and validation loss: 4.5842E-04 5.6332E-04	Time: 0.12s
Epoch [136/500]	 Average training and validation loss: 4.5775E-04 5.6338E-04	Time: 0.12s
Epoch [137/500]	 Average training and validation loss: 4.5707E-04 5.6344E-04	Time: 0.12s
Epoch [138/500]	 Average training and validation loss: 4.5640E-04 5.6352E-04	Time: 0.12s
Epoch [139/500]	 Average training and validation loss: 4.5573E-04 5.6357E-04	Time: 0.12s
Epoch [140/500]	 Average training and validation loss: 4.5506E-04 5.6362E-04	Time: 0.12s
Epoch [141/500]	 Average training and validation loss: 4.5439E-04 5.6371E-04	Time: 0.12s
Epoch [142/500]	 Average training and validation loss: 4.5373E-04 5.6376E-04	Time: 0.12s
Epoch [143/500]	 Average training and validation loss: 4.5306E-04 5.6383E-04	Time: 0.12s
Epoch [144/500]	 Average training and validation loss: 4.5241E-04 5.6385E-04	Time: 0.12s
Epoch [145/500]	 Average training and validation loss: 4.5175E-04 5.6393E-04	Time: 0.12s
Epoch [146/500]	 Average training and validation loss: 4.5110E-04 5.6398E-04	Time: 0.12s
Epoch [147/500]	 Average training and validation loss: 4.5045E-04 5.6404E-04	Time: 0.12s
Epoch [148/500]	 Average training and validation loss: 4.4981E-04 5.6407E-04	Time: 0.12s
Epoch [149/500]	 Average training and validation loss: 4.4916E-04 5.6415E-04	Time: 0.12s
Epoch [150/500]	 Average training and validation loss: 4.4853E-04 5.6419E-04	Time: 0.12s
Epoch [151/500]	 Average training and validation loss: 4.4788E-04 5.6426E-04	Time: 0.12s
Epoch [152/500]	 Average training and validation loss: 4.4724E-04 5.6431E-04	Time: 0.12s
Epoch [153/500]	 Average training and validation loss: 4.4661E-04 5.6438E-04	Time: 0.12s
Epoch [154/500]	 Average training and validation loss: 4.4598E-04 5.6443E-04	Time: 0.12s
Epoch [155/500]	 Average training and validation loss: 4.4534E-04 5.6447E-04	Time: 0.12s
Epoch [156/500]	 Average training and validation loss: 4.4471E-04 5.6453E-04	Time: 0.12s
Epoch [157/500]	 Average training and validation loss: 4.4408E-04 5.6460E-04	Time: 0.12s
Epoch [158/500]	 Average training and validation loss: 4.4345E-04 5.6467E-04	Time: 0.12s
Epoch [159/500]	 Average training and validation loss: 4.4284E-04 5.6471E-04	Time: 0.12s
Epoch [160/500]	 Average training and validation loss: 4.4219E-04 5.6477E-04	Time: 0.12s
Epoch [161/500]	 Average training and validation loss: 4.4157E-04 5.6481E-04	Time: 0.12s
Epoch [162/500]	 Average training and validation loss: 4.4095E-04 5.6486E-04	Time: 0.12s
Epoch [163/500]	 Average training and validation loss: 4.4033E-04 5.6493E-04	Time: 0.12s
Epoch [164/500]	 Average training and validation loss: 4.3970E-04 5.6499E-04	Time: 0.12s
Epoch [165/500]	 Average training and validation loss: 4.3908E-04 5.6504E-04	Time: 0.12s
Epoch [166/500]	 Average training and validation loss: 4.3846E-04 5.6512E-04	Time: 0.12s
Epoch [167/500]	 Average training and validation loss: 4.3785E-04 5.6516E-04	Time: 0.12s
Epoch [168/500]	 Average training and validation loss: 4.3723E-04 5.6521E-04	Time: 0.12s
Epoch [169/500]	 Average training and validation loss: 4.3662E-04 5.6527E-04	Time: 0.12s
Epoch [170/500]	 Average training and validation loss: 4.3600E-04 5.6536E-04	Time: 0.12s
Epoch [171/500]	 Average training and validation loss: 4.3540E-04 5.6541E-04	Time: 0.12s
Epoch [172/500]	 Average training and validation loss: 4.3478E-04 5.6552E-04	Time: 0.12s
Epoch [173/500]	 Average training and validation loss: 4.3418E-04 5.6555E-04	Time: 0.12s
Epoch [174/500]	 Average training and validation loss: 4.3358E-04 5.6561E-04	Time: 0.12s
Epoch [175/500]	 Average training and validation loss: 4.3298E-04 5.6570E-04	Time: 0.12s
Epoch [176/500]	 Average training and validation loss: 4.3238E-04 5.6577E-04	Time: 0.13s
Epoch [177/500]	 Average training and validation loss: 4.3178E-04 5.6584E-04	Time: 0.12s
Epoch [178/500]	 Average training and validation loss: 4.3119E-04 5.6592E-04	Time: 0.12s
Epoch [179/500]	 Average training and validation loss: 4.3058E-04 5.6601E-04	Time: 0.12s
Epoch [180/500]	 Average training and validation loss: 4.3001E-04 5.6606E-04	Time: 0.12s
Epoch [181/500]	 Average training and validation loss: 4.2941E-04 5.6613E-04	Time: 0.12s
Epoch [182/500]	 Average training and validation loss: 4.2881E-04 5.6623E-04	Time: 0.12s
Epoch [183/500]	 Average training and validation loss: 4.2822E-04 5.6629E-04	Time: 0.12s
Epoch [184/500]	 Average training and validation loss: 4.2765E-04 5.6635E-04	Time: 0.13s
Epoch [185/500]	 Average training and validation loss: 4.2704E-04 5.6642E-04	Time: 0.12s
Epoch [186/500]	 Average training and validation loss: 4.2645E-04 5.6650E-04	Time: 0.12s
Epoch [187/500]	 Average training and validation loss: 4.2587E-04 5.6657E-04	Time: 0.12s
Epoch [188/500]	 Average training and validation loss: 4.2528E-04 5.6663E-04	Time: 0.12s
Epoch [189/500]	 Average training and validation loss: 4.2470E-04 5.6670E-04	Time: 0.12s
Epoch [190/500]	 Average training and validation loss: 4.2412E-04 5.6678E-04	Time: 0.12s
Epoch [191/500]	 Average training and validation loss: 4.2354E-04 5.6685E-04	Time: 0.12s
Epoch [192/500]	 Average training and validation loss: 4.2295E-04 5.6692E-04	Time: 0.12s
Epoch [193/500]	 Average training and validation loss: 4.2237E-04 5.6701E-04	Time: 0.12s
Epoch [194/500]	 Average training and validation loss: 4.2179E-04 5.6706E-04	Time: 0.12s
Epoch [195/500]	 Average training and validation loss: 4.2120E-04 5.6715E-04	Time: 0.13s
Epoch [196/500]	 Average training and validation loss: 4.2062E-04 5.6725E-04	Time: 0.12s
Epoch [197/500]	 Average training and validation loss: 4.2004E-04 5.6733E-04	Time: 0.12s
Epoch [198/500]	 Average training and validation loss: 4.1947E-04 5.6740E-04	Time: 0.12s
Epoch [199/500]	 Average training and validation loss: 4.1889E-04 5.6752E-04	Time: 0.12s
Epoch [200/500]	 Average training and validation loss: 4.1830E-04 5.6759E-04	Time: 0.12s
Epoch [201/500]	 Average training and validation loss: 4.1773E-04 5.6771E-04	Time: 0.12s
Epoch [202/500]	 Average training and validation loss: 4.1715E-04 5.6777E-04	Time: 0.12s
Epoch [203/500]	 Average training and validation loss: 4.1658E-04 5.6786E-04	Time: 0.12s
Epoch [204/500]	 Average training and validation loss: 4.1600E-04 5.6797E-04	Time: 0.12s
Epoch [205/500]	 Average training and validation loss: 4.1542E-04 5.6805E-04	Time: 0.12s
Epoch [206/500]	 Average training and validation loss: 4.1485E-04 5.6816E-04	Time: 0.12s
Epoch [207/500]	 Average training and validation loss: 4.1427E-04 5.6824E-04	Time: 0.12s
Epoch [208/500]	 Average training and validation loss: 4.1370E-04 5.6830E-04	Time: 0.12s
Epoch [209/500]	 Average training and validation loss: 4.1312E-04 5.6842E-04	Time: 0.12s
Epoch [210/500]	 Average training and validation loss: 4.1255E-04 5.6850E-04	Time: 0.12s
Epoch [211/500]	 Average training and validation loss: 4.1197E-04 5.6859E-04	Time: 0.12s
Epoch [212/500]	 Average training and validation loss: 4.1140E-04 5.6869E-04	Time: 0.12s
Epoch [213/500]	 Average training and validation loss: 4.1082E-04 5.6878E-04	Time: 0.12s
Epoch [214/500]	 Average training and validation loss: 4.1027E-04 5.6886E-04	Time: 0.12s
Epoch [215/500]	 Average training and validation loss: 4.0969E-04 5.6897E-04	Time: 0.12s
Epoch [216/500]	 Average training and validation loss: 4.0913E-04 5.6906E-04	Time: 0.12s
Epoch [217/500]	 Average training and validation loss: 4.0857E-04 5.6913E-04	Time: 0.12s
Epoch [218/500]	 Average training and validation loss: 4.0800E-04 5.6924E-04	Time: 0.12s
Epoch [219/500]	 Average training and validation loss: 4.0746E-04 5.6930E-04	Time: 0.12s
Epoch [220/500]	 Average training and validation loss: 4.0688E-04 5.6941E-04	Time: 0.12s
Epoch [221/500]	 Average training and validation loss: 4.0634E-04 5.6952E-04	Time: 0.12s
Epoch [222/500]	 Average training and validation loss: 4.0577E-04 5.6960E-04	Time: 0.12s
Epoch [223/500]	 Average training and validation loss: 4.0522E-04 5.6968E-04	Time: 0.12s
Epoch [224/500]	 Average training and validation loss: 4.0468E-04 5.6977E-04	Time: 0.12s
Epoch [225/500]	 Average training and validation loss: 4.0412E-04 5.6988E-04	Time: 0.12s
Epoch [226/500]	 Average training and validation loss: 4.0357E-04 5.6996E-04	Time: 0.12s
Epoch [227/500]	 Average training and validation loss: 4.0301E-04 5.7006E-04	Time: 0.13s
Epoch [228/500]	 Average training and validation loss: 4.0247E-04 5.7014E-04	Time: 0.12s
Epoch [229/500]	 Average training and validation loss: 4.0191E-04 5.7023E-04	Time: 0.12s
Epoch [230/500]	 Average training and validation loss: 4.0136E-04 5.7033E-04	Time: 0.12s
Epoch [231/500]	 Average training and validation loss: 4.0081E-04 5.7040E-04	Time: 0.12s
Epoch [232/500]	 Average training and validation loss: 4.0025E-04 5.7049E-04	Time: 0.12s
Epoch [233/500]	 Average training and validation loss: 3.9970E-04 5.7062E-04	Time: 0.12s
Epoch [234/500]	 Average training and validation loss: 3.9916E-04 5.7070E-04	Time: 0.12s
Epoch [235/500]	 Average training and validation loss: 3.9861E-04 5.7083E-04	Time: 0.12s
Epoch [236/500]	 Average training and validation loss: 3.9806E-04 5.7092E-04	Time: 0.12s
Epoch [237/500]	 Average training and validation loss: 3.9751E-04 5.7103E-04	Time: 0.12s
Epoch [238/500]	 Average training and validation loss: 3.9696E-04 5.7114E-04	Time: 0.12s
Epoch [239/500]	 Average training and validation loss: 3.9642E-04 5.7126E-04	Time: 0.12s
Epoch [240/500]	 Average training and validation loss: 3.9587E-04 5.7137E-04	Time: 0.12s
Epoch [241/500]	 Average training and validation loss: 3.9533E-04 5.7151E-04	Time: 0.12s
Epoch [242/500]	 Average training and validation loss: 3.9479E-04 5.7162E-04	Time: 0.12s
