The path of the results is all_sites\CNN_HPO_FKSH12
Basic_3inp model is applied
Learning rate is 0.000010
Apply pretrain model!
=================================================================
Layer (type:depth-idx)                   Param #
=================================================================
CNN_allsites                             --
©À©¤Sequential: 1-1                        --
©¦    ©¸©¤Conv1d: 2-1                       (688)
©¦    ©¸©¤ReLU: 2-2                         --
©¦    ©¸©¤Conv1d: 2-3                       (3,616)
©¦    ©¸©¤ReLU: 2-4                         --
©¦    ©¸©¤Conv1d: 2-5                       (14,400)
©¦    ©¸©¤ReLU: 2-6                         --
©¦    ©¸©¤Flatten: 2-7                      --
©¦    ©¸©¤Linear: 2-8                       (1,442,816)
©¦    ©¸©¤ReLU: 2-9                         --
©¦    ©¸©¤Linear: 2-10                      (524,800)
©¦    ©¸©¤ReLU: 2-11                        --
©¦    ©¸©¤Linear: 2-12                      (455,031)
©¦    ©¸©¤ReLU: 2-13                        --
©À©¤Sequential: 1-2                        --
©¦    ©¸©¤Conv1d: 2-14                      (664)
©¦    ©¸©¤ReLU: 2-15                        --
©¦    ©¸©¤Conv1d: 2-16                      (5,264)
©¦    ©¸©¤ReLU: 2-17                        --
©¦    ©¸©¤Conv1d: 2-18                      (10,512)
©¦    ©¸©¤ReLU: 2-19                        --
©¦    ©¸©¤Flatten: 2-20                     --
©¦    ©¸©¤Linear: 2-21                      (1,639,424)
©¦    ©¸©¤ReLU: 2-22                        --
©¦    ©¸©¤Linear: 2-23                      (524,800)
©¦    ©¸©¤ReLU: 2-24                        --
©¦    ©¸©¤Linear: 2-25                      (455,031)
©¦    ©¸©¤ReLU: 2-26                        --
©À©¤ModuleList: 1-3                        --
©¦    ©¸©¤Sequential: 2-27                  --
©¦    ©¦    ©¸©¤Linear: 3-1                  787,656
©¦    ©¦    ©¸©¤ReLU: 3-2                    --
©¦    ©¦    ©¸©¤Linear: 3-3                  787,656
©¦    ©¦    ©¸©¤ReLU: 3-4                    --
©¦    ©¦    ©¸©¤Linear: 3-5                  787,656
©¦    ©¦    ©¸©¤ReLU: 3-6                    --
©À©¤ModuleList: 1-4                        --
©¦    ©¸©¤Sequential: 2-28                  --
©¦    ©¦    ©¸©¤Linear: 3-7                  787,656
©¦    ©¦    ©¸©¤Sigmoid: 3-8                 --
©¦    ©¦    ©¸©¤Linear: 3-9                  787,656
©¦    ©¦    ©¸©¤Sigmoid: 3-10                --
©¦    ©¦    ©¸©¤Linear: 3-11                 787,656
©¦    ©¦    ©¸©¤Sigmoid: 3-12                --
©À©¤Sequential: 1-5                        --
©¦    ©¸©¤Linear: 2-29                      113,664
©¦    ©¸©¤Linear: 2-30                      16,512
©¦    ©¸©¤Linear: 2-31                      8,514
=================================================================
Total params: 9,941,672
Trainable params: 4,864,626
Non-trainable params: 5,077,046
=================================================================
Epoch [1/500]	 Average training and validation loss: 2.0828E-03 1.5051E-03	Time: 3.42s
Epoch [33/500]	 Average training and validation loss: 5.9749E-04 6.5227E-04	Time: 0.26s
Epoch [34/500]	 Average training and validation loss: 5.9534E-04 6.5163E-04	Time: 0.26s
Epoch [35/500]	 Average training and validation loss: 5.9325E-04 6.5102E-04	Time: 0.26s
Epoch [36/500]	 Average training and validation loss: 5.9121E-04 6.5047E-04	Time: 0.26s
Epoch [37/500]	 Average training and validation loss: 5.8921E-04 6.4997E-04	Time: 0.26s
Epoch [38/500]	 Average training and validation loss: 5.8724E-04 6.4950E-04	Time: 0.26s
Epoch [39/500]	 Average training and validation loss: 5.8530E-04 6.4907E-04	Time: 0.26s
Epoch [40/500]	 Average training and validation loss: 5.8341E-04 6.4867E-04	Time: 0.26s
Epoch [41/500]	 Average training and validation loss: 5.8156E-04 6.4830E-04	Time: 0.30s
Epoch [42/500]	 Average training and validation loss: 5.7975E-04 6.4794E-04	Time: 0.26s
Epoch [43/500]	 Average training and validation loss: 5.7797E-04 6.4762E-04	Time: 0.26s
Epoch [44/500]	 Average training and validation loss: 5.7624E-04 6.4733E-04	Time: 0.26s
Epoch [45/500]	 Average training and validation loss: 5.7455E-04 6.4704E-04	Time: 0.26s
Epoch [46/500]	 Average training and validation loss: 5.7288E-04 6.4677E-04	Time: 0.26s
Epoch [47/500]	 Average training and validation loss: 5.7123E-04 6.4654E-04	Time: 0.26s
Epoch [48/500]	 Average training and validation loss: 5.6961E-04 6.4632E-04	Time: 0.26s
Epoch [49/500]	 Average training and validation loss: 5.6802E-04 6.4612E-04	Time: 0.26s
Epoch [50/500]	 Average training and validation loss: 5.6644E-04 6.4592E-04	Time: 0.26s
Epoch [51/500]	 Average training and validation loss: 5.6490E-04 6.4576E-04	Time: 0.26s
Epoch [52/500]	 Average training and validation loss: 5.6339E-04 6.4560E-04	Time: 0.26s
Epoch [53/500]	 Average training and validation loss: 5.6191E-04 6.4546E-04	Time: 0.26s
Epoch [54/500]	 Average training and validation loss: 5.6047E-04 6.4535E-04	Time: 0.26s
Epoch [55/500]	 Average training and validation loss: 5.5904E-04 6.4524E-04	Time: 0.26s
Epoch [56/500]	 Average training and validation loss: 5.5762E-04 6.4515E-04	Time: 0.26s
Epoch [57/500]	 Average training and validation loss: 5.5623E-04 6.4506E-04	Time: 0.26s
Epoch [58/500]	 Average training and validation loss: 5.5487E-04 6.4496E-04	Time: 0.26s
Epoch [59/500]	 Average training and validation loss: 5.5353E-04 6.4488E-04	Time: 0.26s
Epoch [60/500]	 Average training and validation loss: 5.5220E-04 6.4479E-04	Time: 0.26s
Epoch [61/500]	 Average training and validation loss: 5.5089E-04 6.4471E-04	Time: 0.26s
Epoch [62/500]	 Average training and validation loss: 5.4959E-04 6.4463E-04	Time: 0.26s
Epoch [63/500]	 Average training and validation loss: 5.4831E-04 6.4456E-04	Time: 0.26s
Epoch [64/500]	 Average training and validation loss: 5.4706E-04 6.4449E-04	Time: 0.26s
Epoch [65/500]	 Average training and validation loss: 5.4580E-04 6.4443E-04	Time: 0.26s
Epoch [66/500]	 Average training and validation loss: 5.4457E-04 6.4437E-04	Time: 0.26s
Epoch [67/500]	 Average training and validation loss: 5.4334E-04 6.4434E-04	Time: 0.26s
Epoch [68/500]	 Average training and validation loss: 5.4213E-04 6.4432E-04	Time: 0.26s
Epoch [69/500]	 Average training and validation loss: 5.4093E-04 6.4430E-04	Time: 0.26s
Epoch [70/500]	 Average training and validation loss: 5.3975E-04 6.4430E-04	Time: 0.26s
Epoch [71/500]	 Average training and validation loss: 5.3857E-04 6.4430E-04	Time: 0.26s
Epoch [72/500]	 Average training and validation loss: 5.3741E-04 6.4430E-04	Time: 0.26s
Epoch [73/500]	 Average training and validation loss: 5.3625E-04 6.4431E-04	Time: 0.25s
Epoch [74/500]	 Average training and validation loss: 5.3511E-04 6.4434E-04	Time: 0.26s
Epoch [75/500]	 Average training and validation loss: 5.3396E-04 6.4433E-04	Time: 0.25s
Epoch [76/500]	 Average training and validation loss: 5.3283E-04 6.4432E-04	Time: 0.25s
Epoch [77/500]	 Average training and validation loss: 5.3172E-04 6.4434E-04	Time: 0.26s
Epoch [78/500]	 Average training and validation loss: 5.3060E-04 6.4437E-04	Time: 0.25s
Epoch [79/500]	 Average training and validation loss: 5.2950E-04 6.4438E-04	Time: 0.25s
Epoch [80/500]	 Average training and validation loss: 5.2842E-04 6.4441E-04	Time: 0.25s
Epoch [81/500]	 Average training and validation loss: 5.2733E-04 6.4447E-04	Time: 0.25s
Epoch [82/500]	 Average training and validation loss: 5.2625E-04 6.4452E-04	Time: 0.25s
Epoch [83/500]	 Average training and validation loss: 5.2519E-04 6.4459E-04	Time: 0.25s
Epoch [84/500]	 Average training and validation loss: 5.2414E-04 6.4465E-04	Time: 0.25s
Epoch [85/500]	 Average training and validation loss: 5.2308E-04 6.4471E-04	Time: 0.30s
Epoch [86/500]	 Average training and validation loss: 5.2205E-04 6.4478E-04	Time: 0.25s
Epoch [87/500]	 Average training and validation loss: 5.2101E-04 6.4486E-04	Time: 0.25s
Epoch [88/500]	 Average training and validation loss: 5.1999E-04 6.4499E-04	Time: 0.25s
Epoch [89/500]	 Average training and validation loss: 5.1897E-04 6.4506E-04	Time: 0.25s
Epoch [90/500]	 Average training and validation loss: 5.1797E-04 6.4518E-04	Time: 0.25s
Epoch [91/500]	 Average training and validation loss: 5.1698E-04 6.4530E-04	Time: 0.25s
Epoch [92/500]	 Average training and validation loss: 5.1600E-04 6.4542E-04	Time: 0.25s
Epoch [93/500]	 Average training and validation loss: 5.1500E-04 6.4555E-04	Time: 0.25s
Epoch [94/500]	 Average training and validation loss: 5.1403E-04 6.4565E-04	Time: 0.25s
Epoch [95/500]	 Average training and validation loss: 5.1306E-04 6.4582E-04	Time: 0.25s
Epoch [96/500]	 Average training and validation loss: 5.1211E-04 6.4594E-04	Time: 0.25s
Epoch [97/500]	 Average training and validation loss: 5.1115E-04 6.4612E-04	Time: 0.25s
Epoch [98/500]	 Average training and validation loss: 5.1020E-04 6.4624E-04	Time: 0.25s
Epoch [99/500]	 Average training and validation loss: 5.0927E-04 6.4639E-04	Time: 0.25s
Epoch [100/500]	 Average training and validation loss: 5.0833E-04 6.4655E-04	Time: 0.25s
Epoch [101/500]	 Average training and validation loss: 5.0740E-04 6.4670E-04	Time: 0.25s
Epoch [102/500]	 Average training and validation loss: 5.0650E-04 6.4685E-04	Time: 0.26s
Epoch [103/500]	 Average training and validation loss: 5.0558E-04 6.4701E-04	Time: 0.25s
Epoch [104/500]	 Average training and validation loss: 5.0467E-04 6.4716E-04	Time: 0.25s
Epoch [105/500]	 Average training and validation loss: 5.0377E-04 6.4732E-04	Time: 0.25s
Epoch [106/500]	 Average training and validation loss: 5.0287E-04 6.4748E-04	Time: 0.25s
Epoch [107/500]	 Average training and validation loss: 5.0198E-04 6.4765E-04	Time: 0.25s
Epoch [108/500]	 Average training and validation loss: 5.0109E-04 6.4781E-04	Time: 0.25s
Epoch [109/500]	 Average training and validation loss: 5.0021E-04 6.4796E-04	Time: 0.25s
Epoch [110/500]	 Average training and validation loss: 4.9934E-04 6.4812E-04	Time: 0.25s
Epoch [111/500]	 Average training and validation loss: 4.9847E-04 6.4829E-04	Time: 0.25s
Epoch [112/500]	 Average training and validation loss: 4.9761E-04 6.4843E-04	Time: 0.25s
Epoch [113/500]	 Average training and validation loss: 4.9676E-04 6.4860E-04	Time: 0.25s
Epoch [114/500]	 Average training and validation loss: 4.9590E-04 6.4877E-04	Time: 0.25s
Epoch [115/500]	 Average training and validation loss: 4.9505E-04 6.4891E-04	Time: 0.25s
Epoch [116/500]	 Average training and validation loss: 4.9422E-04 6.4907E-04	Time: 0.25s
Epoch [117/500]	 Average training and validation loss: 4.9337E-04 6.4924E-04	Time: 0.25s
Epoch [118/500]	 Average training and validation loss: 4.9255E-04 6.4937E-04	Time: 0.25s
Epoch [119/500]	 Average training and validation loss: 4.9173E-04 6.4955E-04	Time: 0.25s
Epoch [120/500]	 Average training and validation loss: 4.9090E-04 6.4971E-04	Time: 0.25s
Epoch [121/500]	 Average training and validation loss: 4.9008E-04 6.4988E-04	Time: 0.25s
Epoch [122/500]	 Average training and validation loss: 4.8927E-04 6.5007E-04	Time: 0.25s
Epoch [123/500]	 Average training and validation loss: 4.8847E-04 6.5024E-04	Time: 0.25s
Epoch [124/500]	 Average training and validation loss: 4.8766E-04 6.5043E-04	Time: 0.25s
Epoch [125/500]	 Average training and validation loss: 4.8686E-04 6.5061E-04	Time: 0.25s
Epoch [126/500]	 Average training and validation loss: 4.8607E-04 6.5080E-04	Time: 0.25s
Epoch [127/500]	 Average training and validation loss: 4.8528E-04 6.5096E-04	Time: 0.25s
Epoch [128/500]	 Average training and validation loss: 4.8449E-04 6.5113E-04	Time: 0.25s
Epoch [129/500]	 Average training and validation loss: 4.8371E-04 6.5135E-04	Time: 0.25s
Epoch [130/500]	 Average training and validation loss: 4.8293E-04 6.5152E-04	Time: 0.25s
Epoch [131/500]	 Average training and validation loss: 4.8215E-04 6.5168E-04	Time: 0.25s
Epoch [132/500]	 Average training and validation loss: 4.8137E-04 6.5187E-04	Time: 0.25s
Epoch [133/500]	 Average training and validation loss: 4.8061E-04 6.5204E-04	Time: 0.25s
Epoch [134/500]	 Average training and validation loss: 4.7984E-04 6.5221E-04	Time: 0.25s
Epoch [135/500]	 Average training and validation loss: 4.7908E-04 6.5242E-04	Time: 0.25s
Epoch [136/500]	 Average training and validation loss: 4.7833E-04 6.5259E-04	Time: 0.25s
Epoch [137/500]	 Average training and validation loss: 4.7757E-04 6.5279E-04	Time: 0.25s
Epoch [138/500]	 Average training and validation loss: 4.7679E-04 6.5297E-04	Time: 0.25s
Epoch [139/500]	 Average training and validation loss: 4.7604E-04 6.5316E-04	Time: 0.25s
Epoch [140/500]	 Average training and validation loss: 4.7531E-04 6.5335E-04	Time: 0.25s
Epoch [141/500]	 Average training and validation loss: 4.7455E-04 6.5357E-04	Time: 0.25s
Epoch [142/500]	 Average training and validation loss: 4.7381E-04 6.5371E-04	Time: 0.26s
Epoch [143/500]	 Average training and validation loss: 4.7306E-04 6.5392E-04	Time: 0.25s
Epoch [144/500]	 Average training and validation loss: 4.7234E-04 6.5410E-04	Time: 0.25s
Epoch [145/500]	 Average training and validation loss: 4.7159E-04 6.5429E-04	Time: 0.26s
Epoch [146/500]	 Average training and validation loss: 4.7086E-04 6.5448E-04	Time: 0.25s
Epoch [147/500]	 Average training and validation loss: 4.7013E-04 6.5469E-04	Time: 0.25s
Epoch [148/500]	 Average training and validation loss: 4.6941E-04 6.5482E-04	Time: 0.25s
Epoch [149/500]	 Average training and validation loss: 4.6868E-04 6.5505E-04	Time: 0.25s
Epoch [150/500]	 Average training and validation loss: 4.6794E-04 6.5528E-04	Time: 0.25s
Epoch [151/500]	 Average training and validation loss: 4.6724E-04 6.5542E-04	Time: 0.25s
Epoch [152/500]	 Average training and validation loss: 4.6651E-04 6.5562E-04	Time: 0.25s
Epoch [153/500]	 Average training and validation loss: 4.6580E-04 6.5584E-04	Time: 0.25s
Epoch [154/500]	 Average training and validation loss: 4.6508E-04 6.5604E-04	Time: 0.25s
Epoch [155/500]	 Average training and validation loss: 4.6438E-04 6.5622E-04	Time: 0.25s
Epoch [156/500]	 Average training and validation loss: 4.6367E-04 6.5640E-04	Time: 0.25s
Epoch [157/500]	 Average training and validation loss: 4.6296E-04 6.5659E-04	Time: 0.26s
Epoch [158/500]	 Average training and validation loss: 4.6225E-04 6.5682E-04	Time: 0.25s
Epoch [159/500]	 Average training and validation loss: 4.6156E-04 6.5699E-04	Time: 0.25s
Epoch [160/500]	 Average training and validation loss: 4.6085E-04 6.5720E-04	Time: 0.25s
Epoch [161/500]	 Average training and validation loss: 4.6016E-04 6.5741E-04	Time: 0.25s
Epoch [162/500]	 Average training and validation loss: 4.5946E-04 6.5758E-04	Time: 0.25s
Epoch [163/500]	 Average training and validation loss: 4.5878E-04 6.5779E-04	Time: 0.25s
Epoch [164/500]	 Average training and validation loss: 4.5810E-04 6.5798E-04	Time: 0.25s
Epoch [165/500]	 Average training and validation loss: 4.5740E-04 6.5821E-04	Time: 0.25s
Epoch [166/500]	 Average training and validation loss: 4.5673E-04 6.5836E-04	Time: 0.25s
Epoch [167/500]	 Average training and validation loss: 4.5604E-04 6.5860E-04	Time: 0.25s
Epoch [168/500]	 Average training and validation loss: 4.5536E-04 6.5877E-04	Time: 0.25s
Epoch [169/500]	 Average training and validation loss: 4.5470E-04 6.5897E-04	Time: 0.25s
Epoch [170/500]	 Average training and validation loss: 4.5402E-04 6.5916E-04	Time: 0.25s
Epoch [171/500]	 Average training and validation loss: 4.5336E-04 6.5938E-04	Time: 0.25s
Epoch [172/500]	 Average training and validation loss: 4.5269E-04 6.5961E-04	Time: 0.25s
Epoch [173/500]	 Average training and validation loss: 4.5203E-04 6.5977E-04	Time: 0.25s
Epoch [174/500]	 Average training and validation loss: 4.5137E-04 6.6001E-04	Time: 0.25s
Epoch [175/500]	 Average training and validation loss: 4.5070E-04 6.6020E-04	Time: 0.25s
Epoch [176/500]	 Average training and validation loss: 4.5004E-04 6.6039E-04	Time: 0.25s
Epoch [177/500]	 Average training and validation loss: 4.4939E-04 6.6064E-04	Time: 0.25s
Epoch [178/500]	 Average training and validation loss: 4.4872E-04 6.6085E-04	Time: 0.25s
Epoch [179/500]	 Average training and validation loss: 4.4808E-04 6.6106E-04	Time: 0.25s
Epoch [180/500]	 Average training and validation loss: 4.4741E-04 6.6130E-04	Time: 0.25s
Epoch [181/500]	 Average training and validation loss: 4.4677E-04 6.6147E-04	Time: 0.25s
Epoch [182/500]	 Average training and validation loss: 4.4612E-04 6.6171E-04	Time: 0.25s
Epoch [183/500]	 Average training and validation loss: 4.4548E-04 6.6192E-04	Time: 0.25s
Epoch [184/500]	 Average training and validation loss: 4.4482E-04 6.6214E-04	Time: 0.25s
Epoch [185/500]	 Average training and validation loss: 4.4418E-04 6.6237E-04	Time: 0.25s
Epoch [186/500]	 Average training and validation loss: 4.4353E-04 6.6259E-04	Time: 0.25s
Epoch [187/500]	 Average training and validation loss: 4.4289E-04 6.6284E-04	Time: 0.25s
Epoch [188/500]	 Average training and validation loss: 4.4225E-04 6.6301E-04	Time: 0.25s
Epoch [189/500]	 Average training and validation loss: 4.4160E-04 6.6327E-04	Time: 0.25s
Epoch [190/500]	 Average training and validation loss: 4.4097E-04 6.6347E-04	Time: 0.25s
Epoch [191/500]	 Average training and validation loss: 4.4033E-04 6.6375E-04	Time: 0.25s
Epoch [192/500]	 Average training and validation loss: 4.3969E-04 6.6391E-04	Time: 0.25s
Epoch [193/500]	 Average training and validation loss: 4.3906E-04 6.6419E-04	Time: 0.25s
Epoch [194/500]	 Average training and validation loss: 4.3843E-04 6.6440E-04	Time: 0.25s
Epoch [195/500]	 Average training and validation loss: 4.3778E-04 6.6463E-04	Time: 0.25s
Epoch [196/500]	 Average training and validation loss: 4.3716E-04 6.6485E-04	Time: 0.25s
Epoch [197/500]	 Average training and validation loss: 4.3653E-04 6.6509E-04	Time: 0.25s
Epoch [198/500]	 Average training and validation loss: 4.3590E-04 6.6532E-04	Time: 0.25s
Epoch [199/500]	 Average training and validation loss: 4.3526E-04 6.6553E-04	Time: 0.25s
Epoch [200/500]	 Average training and validation loss: 4.3465E-04 6.6580E-04	Time: 0.25s
Epoch [201/500]	 Average training and validation loss: 4.3402E-04 6.6601E-04	Time: 0.25s
Epoch [202/500]	 Average training and validation loss: 4.3340E-04 6.6625E-04	Time: 0.25s
Epoch [203/500]	 Average training and validation loss: 4.3277E-04 6.6649E-04	Time: 0.25s
Epoch [204/500]	 Average training and validation loss: 4.3215E-04 6.6668E-04	Time: 0.25s
Epoch [205/500]	 Average training and validation loss: 4.3154E-04 6.6692E-04	Time: 0.25s
Epoch [206/500]	 Average training and validation loss: 4.3091E-04 6.6716E-04	Time: 0.25s
Epoch [207/500]	 Average training and validation loss: 4.3031E-04 6.6732E-04	Time: 0.25s
Epoch [208/500]	 Average training and validation loss: 4.2968E-04 6.6758E-04	Time: 0.26s
Epoch [209/500]	 Average training and validation loss: 4.2907E-04 6.6778E-04	Time: 0.25s
Epoch [210/500]	 Average training and validation loss: 4.2846E-04 6.6803E-04	Time: 0.25s
Epoch [211/500]	 Average training and validation loss: 4.2783E-04 6.6827E-04	Time: 0.25s
Epoch [212/500]	 Average training and validation loss: 4.2724E-04 6.6842E-04	Time: 0.25s
Epoch [213/500]	 Average training and validation loss: 4.2663E-04 6.6866E-04	Time: 0.25s
Epoch [214/500]	 Average training and validation loss: 4.2601E-04 6.6891E-04	Time: 0.25s
Epoch [215/500]	 Average training and validation loss: 4.2541E-04 6.6910E-04	Time: 0.25s
Epoch [216/500]	 Average training and validation loss: 4.2481E-04 6.6934E-04	Time: 0.25s
Epoch [217/500]	 Average training and validation loss: 4.2419E-04 6.6960E-04	Time: 0.25s
Epoch [218/500]	 Average training and validation loss: 4.2359E-04 6.6978E-04	Time: 0.25s
Epoch [219/500]	 Average training and validation loss: 4.2299E-04 6.7001E-04	Time: 0.25s
Epoch [220/500]	 Average training and validation loss: 4.2238E-04 6.7025E-04	Time: 0.25s
Epoch [221/500]	 Average training and validation loss: 4.2178E-04 6.7047E-04	Time: 0.25s
Epoch [222/500]	 Average training and validation loss: 4.2119E-04 6.7067E-04	Time: 0.25s
Epoch [223/500]	 Average training and validation loss: 4.2058E-04 6.7092E-04	Time: 0.25s
Epoch [224/500]	 Average training and validation loss: 4.1997E-04 6.7113E-04	Time: 0.25s
Epoch [225/500]	 Average training and validation loss: 4.1937E-04 6.7137E-04	Time: 0.25s
Epoch [226/500]	 Average training and validation loss: 4.1877E-04 6.7158E-04	Time: 0.25s
Epoch [227/500]	 Average training and validation loss: 4.1817E-04 6.7182E-04	Time: 0.25s
Epoch [228/500]	 Average training and validation loss: 4.1758E-04 6.7204E-04	Time: 0.26s
Epoch [229/500]	 Average training and validation loss: 4.1698E-04 6.7228E-04	Time: 0.25s
Epoch [230/500]	 Average training and validation loss: 4.1639E-04 6.7250E-04	Time: 0.25s
Epoch [231/500]	 Average training and validation loss: 4.1578E-04 6.7272E-04	Time: 0.25s
Epoch [232/500]	 Average training and validation loss: 4.1520E-04 6.7297E-04	Time: 0.25s
Epoch [233/500]	 Average training and validation loss: 4.1461E-04 6.7320E-04	Time: 0.25s
Epoch [234/500]	 Average training and validation loss: 4.1401E-04 6.7342E-04	Time: 0.25s
Epoch [235/500]	 Average training and validation loss: 4.1342E-04 6.7370E-04	Time: 0.25s
Epoch [236/500]	 Average training and validation loss: 4.1283E-04 6.7387E-04	Time: 0.25s
Epoch [237/500]	 Average training and validation loss: 4.1224E-04 6.7414E-04	Time: 0.25s
Epoch [238/500]	 Average training and validation loss: 4.1165E-04 6.7432E-04	Time: 0.25s
Epoch [239/500]	 Average training and validation loss: 4.1106E-04 6.7459E-04	Time: 0.25s
Epoch [240/500]	 Average training and validation loss: 4.1049E-04 6.7482E-04	Time: 0.25s
Epoch [241/500]	 Average training and validation loss: 4.0989E-04 6.7507E-04	Time: 0.25s
Epoch [242/500]	 Average training and validation loss: 4.0931E-04 6.7524E-04	Time: 0.25s
