The path of the results is all_sites\CNN_HPO_GVDA
Basic_3inp model is applied
Learning rate is 0.000010
Apply pretrain model!
=================================================================
Layer (type:depth-idx)                   Param #
=================================================================
CNN_allsites                             --
©À©¤Sequential: 1-1                        --
©¦    ©¸©¤Conv1d: 2-1                       (688)
©¦    ©¸©¤ReLU: 2-2                         --
©¦    ©¸©¤Conv1d: 2-3                       (3,616)
©¦    ©¸©¤ReLU: 2-4                         --
©¦    ©¸©¤Conv1d: 2-5                       (14,400)
©¦    ©¸©¤ReLU: 2-6                         --
©¦    ©¸©¤Flatten: 2-7                      --
©¦    ©¸©¤Linear: 2-8                       (1,442,816)
©¦    ©¸©¤ReLU: 2-9                         --
©¦    ©¸©¤Linear: 2-10                      (524,800)
©¦    ©¸©¤ReLU: 2-11                        --
©¦    ©¸©¤Linear: 2-12                      (455,031)
©¦    ©¸©¤ReLU: 2-13                        --
©À©¤Sequential: 1-2                        --
©¦    ©¸©¤Conv1d: 2-14                      (664)
©¦    ©¸©¤ReLU: 2-15                        --
©¦    ©¸©¤Conv1d: 2-16                      (5,264)
©¦    ©¸©¤ReLU: 2-17                        --
©¦    ©¸©¤Conv1d: 2-18                      (10,512)
©¦    ©¸©¤ReLU: 2-19                        --
©¦    ©¸©¤Flatten: 2-20                     --
©¦    ©¸©¤Linear: 2-21                      (1,639,424)
©¦    ©¸©¤ReLU: 2-22                        --
©¦    ©¸©¤Linear: 2-23                      (524,800)
©¦    ©¸©¤ReLU: 2-24                        --
©¦    ©¸©¤Linear: 2-25                      (455,031)
©¦    ©¸©¤ReLU: 2-26                        --
©À©¤ModuleList: 1-3                        --
©¦    ©¸©¤Sequential: 2-27                  --
©¦    ©¦    ©¸©¤Linear: 3-1                  787,656
©¦    ©¦    ©¸©¤ReLU: 3-2                    --
©¦    ©¦    ©¸©¤Linear: 3-3                  787,656
©¦    ©¦    ©¸©¤ReLU: 3-4                    --
©¦    ©¦    ©¸©¤Linear: 3-5                  787,656
©¦    ©¦    ©¸©¤ReLU: 3-6                    --
©À©¤ModuleList: 1-4                        --
©¦    ©¸©¤Sequential: 2-28                  --
©¦    ©¦    ©¸©¤Linear: 3-7                  787,656
©¦    ©¦    ©¸©¤Sigmoid: 3-8                 --
©¦    ©¦    ©¸©¤Linear: 3-9                  787,656
©¦    ©¦    ©¸©¤Sigmoid: 3-10                --
©¦    ©¦    ©¸©¤Linear: 3-11                 787,656
©¦    ©¦    ©¸©¤Sigmoid: 3-12                --
©À©¤Sequential: 1-5                        --
©¦    ©¸©¤Linear: 2-29                      113,664
©¦    ©¸©¤Linear: 2-30                      16,512
©¦    ©¸©¤Linear: 2-31                      8,514
=================================================================
Total params: 9,941,672
Trainable params: 4,864,626
Non-trainable params: 5,077,046
=================================================================
Epoch [1/500]	 Average training and validation loss: 7.0850E-03 7.9981E-03	Time: 2.67s
Epoch [47/500]	 Average training and validation loss: 2.0162E-03 2.3587E-03	Time: 0.03s
Epoch [48/500]	 Average training and validation loss: 1.9806E-03 2.3170E-03	Time: 0.03s
Epoch [49/500]	 Average training and validation loss: 1.9464E-03 2.2769E-03	Time: 0.03s
Epoch [50/500]	 Average training and validation loss: 1.9133E-03 2.2382E-03	Time: 0.03s
Epoch [51/500]	 Average training and validation loss: 1.8813E-03 2.2010E-03	Time: 0.03s
Epoch [52/500]	 Average training and validation loss: 1.8504E-03 2.1652E-03	Time: 0.03s
Epoch [53/500]	 Average training and validation loss: 1.8205E-03 2.1307E-03	Time: 0.03s
Epoch [54/500]	 Average training and validation loss: 1.7914E-03 2.0974E-03	Time: 0.03s
Epoch [55/500]	 Average training and validation loss: 1.7632E-03 2.0652E-03	Time: 0.03s
Epoch [56/500]	 Average training and validation loss: 1.7359E-03 2.0341E-03	Time: 0.03s
Epoch [57/500]	 Average training and validation loss: 1.7094E-03 2.0042E-03	Time: 0.03s
Epoch [58/500]	 Average training and validation loss: 1.6839E-03 1.9753E-03	Time: 0.03s
Epoch [59/500]	 Average training and validation loss: 1.6591E-03 1.9474E-03	Time: 0.03s
Epoch [60/500]	 Average training and validation loss: 1.6351E-03 1.9205E-03	Time: 0.03s
Epoch [61/500]	 Average training and validation loss: 1.6119E-03 1.8946E-03	Time: 0.03s
Epoch [62/500]	 Average training and validation loss: 1.5894E-03 1.8696E-03	Time: 0.03s
Epoch [63/500]	 Average training and validation loss: 1.5676E-03 1.8454E-03	Time: 0.03s
Epoch [64/500]	 Average training and validation loss: 1.5465E-03 1.8221E-03	Time: 0.03s
Epoch [65/500]	 Average training and validation loss: 1.5261E-03 1.7996E-03	Time: 0.03s
Epoch [66/500]	 Average training and validation loss: 1.5062E-03 1.7778E-03	Time: 0.03s
Epoch [67/500]	 Average training and validation loss: 1.4871E-03 1.7569E-03	Time: 0.03s
Epoch [68/500]	 Average training and validation loss: 1.4684E-03 1.7366E-03	Time: 0.03s
Epoch [69/500]	 Average training and validation loss: 1.4503E-03 1.7170E-03	Time: 0.03s
Epoch [70/500]	 Average training and validation loss: 1.4326E-03 1.6984E-03	Time: 0.03s
Epoch [71/500]	 Average training and validation loss: 1.4155E-03 1.6804E-03	Time: 0.03s
Epoch [72/500]	 Average training and validation loss: 1.3988E-03 1.6630E-03	Time: 0.03s
Epoch [73/500]	 Average training and validation loss: 1.3826E-03 1.6463E-03	Time: 0.03s
Epoch [74/500]	 Average training and validation loss: 1.3668E-03 1.6301E-03	Time: 0.03s
Epoch [75/500]	 Average training and validation loss: 1.3513E-03 1.6145E-03	Time: 0.03s
Epoch [76/500]	 Average training and validation loss: 1.3363E-03 1.5994E-03	Time: 0.03s
Epoch [77/500]	 Average training and validation loss: 1.3215E-03 1.5847E-03	Time: 0.03s
Epoch [78/500]	 Average training and validation loss: 1.3071E-03 1.5706E-03	Time: 0.03s
Epoch [79/500]	 Average training and validation loss: 1.2929E-03 1.5569E-03	Time: 0.03s
Epoch [80/500]	 Average training and validation loss: 1.2791E-03 1.5437E-03	Time: 0.03s
Epoch [81/500]	 Average training and validation loss: 1.2655E-03 1.5309E-03	Time: 0.03s
Epoch [82/500]	 Average training and validation loss: 1.2522E-03 1.5185E-03	Time: 0.03s
Epoch [83/500]	 Average training and validation loss: 1.2393E-03 1.5066E-03	Time: 0.03s
Epoch [84/500]	 Average training and validation loss: 1.2266E-03 1.4952E-03	Time: 0.03s
Epoch [85/500]	 Average training and validation loss: 1.2144E-03 1.4842E-03	Time: 0.03s
Epoch [86/500]	 Average training and validation loss: 1.2025E-03 1.4735E-03	Time: 0.03s
Epoch [87/500]	 Average training and validation loss: 1.1910E-03 1.4632E-03	Time: 0.03s
Epoch [88/500]	 Average training and validation loss: 1.1800E-03 1.4532E-03	Time: 0.03s
Epoch [89/500]	 Average training and validation loss: 1.1692E-03 1.4434E-03	Time: 0.03s
Epoch [90/500]	 Average training and validation loss: 1.1588E-03 1.4339E-03	Time: 0.03s
Epoch [91/500]	 Average training and validation loss: 1.1487E-03 1.4246E-03	Time: 0.03s
Epoch [92/500]	 Average training and validation loss: 1.1389E-03 1.4154E-03	Time: 0.03s
Epoch [93/500]	 Average training and validation loss: 1.1293E-03 1.4065E-03	Time: 0.03s
Epoch [94/500]	 Average training and validation loss: 1.1200E-03 1.3979E-03	Time: 0.03s
Epoch [95/500]	 Average training and validation loss: 1.1109E-03 1.3895E-03	Time: 0.03s
Epoch [96/500]	 Average training and validation loss: 1.1020E-03 1.3814E-03	Time: 0.03s
Epoch [97/500]	 Average training and validation loss: 1.0934E-03 1.3735E-03	Time: 0.03s
Epoch [98/500]	 Average training and validation loss: 1.0850E-03 1.3658E-03	Time: 0.03s
Epoch [99/500]	 Average training and validation loss: 1.0767E-03 1.3583E-03	Time: 0.03s
Epoch [100/500]	 Average training and validation loss: 1.0687E-03 1.3511E-03	Time: 0.03s
Epoch [101/500]	 Average training and validation loss: 1.0608E-03 1.3442E-03	Time: 0.03s
Epoch [102/500]	 Average training and validation loss: 1.0532E-03 1.3374E-03	Time: 0.03s
Epoch [103/500]	 Average training and validation loss: 1.0457E-03 1.3309E-03	Time: 0.03s
Epoch [104/500]	 Average training and validation loss: 1.0384E-03 1.3247E-03	Time: 0.03s
Epoch [105/500]	 Average training and validation loss: 1.0312E-03 1.3186E-03	Time: 0.03s
Epoch [106/500]	 Average training and validation loss: 1.0242E-03 1.3127E-03	Time: 0.03s
Epoch [107/500]	 Average training and validation loss: 1.0173E-03 1.3070E-03	Time: 0.03s
Epoch [108/500]	 Average training and validation loss: 1.0106E-03 1.3015E-03	Time: 0.03s
Epoch [109/500]	 Average training and validation loss: 1.0040E-03 1.2961E-03	Time: 0.03s
Epoch [110/500]	 Average training and validation loss: 9.9759E-04 1.2910E-03	Time: 0.03s
Epoch [111/500]	 Average training and validation loss: 9.9129E-04 1.2860E-03	Time: 0.03s
Epoch [112/500]	 Average training and validation loss: 9.8510E-04 1.2811E-03	Time: 0.03s
Epoch [113/500]	 Average training and validation loss: 9.7904E-04 1.2763E-03	Time: 0.03s
Epoch [114/500]	 Average training and validation loss: 9.7310E-04 1.2716E-03	Time: 0.03s
Epoch [115/500]	 Average training and validation loss: 9.6726E-04 1.2671E-03	Time: 0.03s
Epoch [116/500]	 Average training and validation loss: 9.6151E-04 1.2626E-03	Time: 0.03s
Epoch [117/500]	 Average training and validation loss: 9.5586E-04 1.2583E-03	Time: 0.03s
Epoch [118/500]	 Average training and validation loss: 9.5031E-04 1.2541E-03	Time: 0.03s
Epoch [119/500]	 Average training and validation loss: 9.4485E-04 1.2500E-03	Time: 0.03s
Epoch [120/500]	 Average training and validation loss: 9.3949E-04 1.2460E-03	Time: 0.03s
Epoch [121/500]	 Average training and validation loss: 9.3421E-04 1.2421E-03	Time: 0.03s
Epoch [122/500]	 Average training and validation loss: 9.2903E-04 1.2383E-03	Time: 0.03s
Epoch [123/500]	 Average training and validation loss: 9.2393E-04 1.2346E-03	Time: 0.03s
Epoch [124/500]	 Average training and validation loss: 9.1891E-04 1.2311E-03	Time: 0.03s
Epoch [125/500]	 Average training and validation loss: 9.1398E-04 1.2276E-03	Time: 0.03s
Epoch [126/500]	 Average training and validation loss: 9.0913E-04 1.2242E-03	Time: 0.03s
Epoch [127/500]	 Average training and validation loss: 9.0436E-04 1.2209E-03	Time: 0.03s
Epoch [128/500]	 Average training and validation loss: 8.9968E-04 1.2177E-03	Time: 0.03s
Epoch [129/500]	 Average training and validation loss: 8.9507E-04 1.2146E-03	Time: 0.03s
Epoch [130/500]	 Average training and validation loss: 8.9055E-04 1.2116E-03	Time: 0.03s
Epoch [131/500]	 Average training and validation loss: 8.8610E-04 1.2086E-03	Time: 0.03s
Epoch [132/500]	 Average training and validation loss: 8.8172E-04 1.2058E-03	Time: 0.03s
Epoch [133/500]	 Average training and validation loss: 8.7741E-04 1.2030E-03	Time: 0.03s
Epoch [134/500]	 Average training and validation loss: 8.7317E-04 1.2002E-03	Time: 0.03s
Epoch [135/500]	 Average training and validation loss: 8.6899E-04 1.1976E-03	Time: 0.03s
Epoch [136/500]	 Average training and validation loss: 8.6488E-04 1.1950E-03	Time: 0.03s
Epoch [137/500]	 Average training and validation loss: 8.6083E-04 1.1925E-03	Time: 0.03s
Epoch [138/500]	 Average training and validation loss: 8.5683E-04 1.1901E-03	Time: 0.03s
Epoch [139/500]	 Average training and validation loss: 8.5291E-04 1.1877E-03	Time: 0.03s
Epoch [140/500]	 Average training and validation loss: 8.4904E-04 1.1854E-03	Time: 0.03s
Epoch [141/500]	 Average training and validation loss: 8.4523E-04 1.1831E-03	Time: 0.03s
Epoch [142/500]	 Average training and validation loss: 8.4148E-04 1.1809E-03	Time: 0.03s
Epoch [143/500]	 Average training and validation loss: 8.3779E-04 1.1787E-03	Time: 0.03s
Epoch [144/500]	 Average training and validation loss: 8.3415E-04 1.1766E-03	Time: 0.03s
Epoch [145/500]	 Average training and validation loss: 8.3056E-04 1.1746E-03	Time: 0.03s
Epoch [146/500]	 Average training and validation loss: 8.2701E-04 1.1726E-03	Time: 0.03s
Epoch [147/500]	 Average training and validation loss: 8.2352E-04 1.1707E-03	Time: 0.03s
Epoch [148/500]	 Average training and validation loss: 8.2006E-04 1.1688E-03	Time: 0.03s
Epoch [149/500]	 Average training and validation loss: 8.1666E-04 1.1669E-03	Time: 0.03s
Epoch [150/500]	 Average training and validation loss: 8.1330E-04 1.1651E-03	Time: 0.03s
Epoch [151/500]	 Average training and validation loss: 8.0999E-04 1.1633E-03	Time: 0.03s
Epoch [152/500]	 Average training and validation loss: 8.0672E-04 1.1616E-03	Time: 0.03s
Epoch [153/500]	 Average training and validation loss: 8.0349E-04 1.1600E-03	Time: 0.03s
Epoch [154/500]	 Average training and validation loss: 8.0030E-04 1.1583E-03	Time: 0.03s
Epoch [155/500]	 Average training and validation loss: 7.9714E-04 1.1567E-03	Time: 0.03s
Epoch [156/500]	 Average training and validation loss: 7.9403E-04 1.1552E-03	Time: 0.03s
Epoch [157/500]	 Average training and validation loss: 7.9096E-04 1.1537E-03	Time: 0.03s
Epoch [158/500]	 Average training and validation loss: 7.8794E-04 1.1522E-03	Time: 0.03s
Epoch [159/500]	 Average training and validation loss: 7.8495E-04 1.1508E-03	Time: 0.03s
Epoch [160/500]	 Average training and validation loss: 7.8201E-04 1.1494E-03	Time: 0.03s
Epoch [161/500]	 Average training and validation loss: 7.7911E-04 1.1480E-03	Time: 0.03s
Epoch [162/500]	 Average training and validation loss: 7.7625E-04 1.1466E-03	Time: 0.03s
Epoch [163/500]	 Average training and validation loss: 7.7342E-04 1.1453E-03	Time: 0.03s
Epoch [164/500]	 Average training and validation loss: 7.7059E-04 1.1440E-03	Time: 0.03s
Epoch [165/500]	 Average training and validation loss: 7.6779E-04 1.1428E-03	Time: 0.03s
Epoch [166/500]	 Average training and validation loss: 7.6501E-04 1.1415E-03	Time: 0.03s
Epoch [167/500]	 Average training and validation loss: 7.6227E-04 1.1404E-03	Time: 0.03s
Epoch [168/500]	 Average training and validation loss: 7.5955E-04 1.1392E-03	Time: 0.03s
Epoch [169/500]	 Average training and validation loss: 7.5686E-04 1.1380E-03	Time: 0.03s
Epoch [170/500]	 Average training and validation loss: 7.5419E-04 1.1369E-03	Time: 0.03s
Epoch [171/500]	 Average training and validation loss: 7.5154E-04 1.1359E-03	Time: 0.03s
Epoch [172/500]	 Average training and validation loss: 7.4892E-04 1.1348E-03	Time: 0.03s
Epoch [173/500]	 Average training and validation loss: 7.4633E-04 1.1338E-03	Time: 0.03s
Epoch [174/500]	 Average training and validation loss: 7.4376E-04 1.1328E-03	Time: 0.03s
Epoch [175/500]	 Average training and validation loss: 7.4122E-04 1.1318E-03	Time: 0.03s
Epoch [176/500]	 Average training and validation loss: 7.3871E-04 1.1308E-03	Time: 0.03s
Epoch [177/500]	 Average training and validation loss: 7.3622E-04 1.1299E-03	Time: 0.03s
Epoch [178/500]	 Average training and validation loss: 7.3377E-04 1.1289E-03	Time: 0.03s
Epoch [179/500]	 Average training and validation loss: 7.3133E-04 1.1280E-03	Time: 0.03s
Epoch [180/500]	 Average training and validation loss: 7.2892E-04 1.1270E-03	Time: 0.03s
Epoch [181/500]	 Average training and validation loss: 7.2654E-04 1.1261E-03	Time: 0.03s
Epoch [182/500]	 Average training and validation loss: 7.2418E-04 1.1252E-03	Time: 0.03s
Epoch [183/500]	 Average training and validation loss: 7.2184E-04 1.1244E-03	Time: 0.03s
Epoch [184/500]	 Average training and validation loss: 7.1952E-04 1.1235E-03	Time: 0.03s
Epoch [185/500]	 Average training and validation loss: 7.1723E-04 1.1227E-03	Time: 0.03s
Epoch [186/500]	 Average training and validation loss: 7.1496E-04 1.1218E-03	Time: 0.03s
Epoch [187/500]	 Average training and validation loss: 7.1272E-04 1.1210E-03	Time: 0.03s
Epoch [188/500]	 Average training and validation loss: 7.1050E-04 1.1202E-03	Time: 0.03s
Epoch [189/500]	 Average training and validation loss: 7.0831E-04 1.1195E-03	Time: 0.03s
Epoch [190/500]	 Average training and validation loss: 7.0614E-04 1.1188E-03	Time: 0.03s
Epoch [191/500]	 Average training and validation loss: 7.0399E-04 1.1181E-03	Time: 0.03s
Epoch [192/500]	 Average training and validation loss: 7.0187E-04 1.1174E-03	Time: 0.03s
Epoch [193/500]	 Average training and validation loss: 6.9977E-04 1.1167E-03	Time: 0.03s
Epoch [194/500]	 Average training and validation loss: 6.9768E-04 1.1160E-03	Time: 0.03s
Epoch [195/500]	 Average training and validation loss: 6.9561E-04 1.1154E-03	Time: 0.03s
Epoch [196/500]	 Average training and validation loss: 6.9357E-04 1.1148E-03	Time: 0.03s
Epoch [197/500]	 Average training and validation loss: 6.9154E-04 1.1142E-03	Time: 0.03s
Epoch [198/500]	 Average training and validation loss: 6.8953E-04 1.1136E-03	Time: 0.03s
Epoch [199/500]	 Average training and validation loss: 6.8753E-04 1.1130E-03	Time: 0.03s
Epoch [200/500]	 Average training and validation loss: 6.8556E-04 1.1124E-03	Time: 0.03s
Epoch [201/500]	 Average training and validation loss: 6.8360E-04 1.1119E-03	Time: 0.03s
Epoch [202/500]	 Average training and validation loss: 6.8166E-04 1.1114E-03	Time: 0.03s
Epoch [203/500]	 Average training and validation loss: 6.7973E-04 1.1109E-03	Time: 0.03s
Epoch [204/500]	 Average training and validation loss: 6.7782E-04 1.1104E-03	Time: 0.03s
Epoch [205/500]	 Average training and validation loss: 6.7593E-04 1.1099E-03	Time: 0.03s
Epoch [206/500]	 Average training and validation loss: 6.7406E-04 1.1095E-03	Time: 0.03s
Epoch [207/500]	 Average training and validation loss: 6.7220E-04 1.1091E-03	Time: 0.03s
Epoch [208/500]	 Average training and validation loss: 6.7036E-04 1.1087E-03	Time: 0.03s
Epoch [209/500]	 Average training and validation loss: 6.6853E-04 1.1083E-03	Time: 0.03s
Epoch [210/500]	 Average training and validation loss: 6.6672E-04 1.1079E-03	Time: 0.03s
Epoch [211/500]	 Average training and validation loss: 6.6492E-04 1.1075E-03	Time: 0.03s
Epoch [212/500]	 Average training and validation loss: 6.6313E-04 1.1071E-03	Time: 0.03s
Epoch [213/500]	 Average training and validation loss: 6.6136E-04 1.1067E-03	Time: 0.03s
Epoch [214/500]	 Average training and validation loss: 6.5959E-04 1.1063E-03	Time: 0.03s
Epoch [215/500]	 Average training and validation loss: 6.5785E-04 1.1060E-03	Time: 0.03s
Epoch [216/500]	 Average training and validation loss: 6.5611E-04 1.1056E-03	Time: 0.03s
Epoch [217/500]	 Average training and validation loss: 6.5438E-04 1.1053E-03	Time: 0.03s
Epoch [218/500]	 Average training and validation loss: 6.5267E-04 1.1050E-03	Time: 0.03s
Epoch [219/500]	 Average training and validation loss: 6.5097E-04 1.1047E-03	Time: 0.03s
Epoch [220/500]	 Average training and validation loss: 6.4928E-04 1.1044E-03	Time: 0.03s
Epoch [221/500]	 Average training and validation loss: 6.4760E-04 1.1042E-03	Time: 0.03s
Epoch [222/500]	 Average training and validation loss: 6.4593E-04 1.1039E-03	Time: 0.03s
Epoch [223/500]	 Average training and validation loss: 6.4428E-04 1.1037E-03	Time: 0.03s
Epoch [224/500]	 Average training and validation loss: 6.4264E-04 1.1034E-03	Time: 0.03s
Epoch [225/500]	 Average training and validation loss: 6.4101E-04 1.1032E-03	Time: 0.03s
Epoch [226/500]	 Average training and validation loss: 6.3942E-04 1.1030E-03	Time: 0.03s
Epoch [227/500]	 Average training and validation loss: 6.3783E-04 1.1029E-03	Time: 0.03s
Epoch [228/500]	 Average training and validation loss: 6.3626E-04 1.1027E-03	Time: 0.03s
Epoch [229/500]	 Average training and validation loss: 6.3470E-04 1.1025E-03	Time: 0.03s
Epoch [230/500]	 Average training and validation loss: 6.3315E-04 1.1023E-03	Time: 0.03s
Epoch [231/500]	 Average training and validation loss: 6.3161E-04 1.1022E-03	Time: 0.03s
Epoch [232/500]	 Average training and validation loss: 6.3008E-04 1.1020E-03	Time: 0.03s
Epoch [233/500]	 Average training and validation loss: 6.2856E-04 1.1019E-03	Time: 0.03s
Epoch [234/500]	 Average training and validation loss: 6.2705E-04 1.1017E-03	Time: 0.03s
Epoch [235/500]	 Average training and validation loss: 6.2555E-04 1.1015E-03	Time: 0.03s
Epoch [236/500]	 Average training and validation loss: 6.2405E-04 1.1014E-03	Time: 0.03s
Epoch [237/500]	 Average training and validation loss: 6.2256E-04 1.1013E-03	Time: 0.03s
Epoch [238/500]	 Average training and validation loss: 6.2108E-04 1.1012E-03	Time: 0.03s
Epoch [239/500]	 Average training and validation loss: 6.1961E-04 1.1012E-03	Time: 0.03s
Epoch [240/500]	 Average training and validation loss: 6.1814E-04 1.1011E-03	Time: 0.03s
Epoch [241/500]	 Average training and validation loss: 6.1668E-04 1.1010E-03	Time: 0.03s
Epoch [242/500]	 Average training and validation loss: 6.1523E-04 1.1009E-03	Time: 0.03s
