The path of the results is all_sites\CNN_HPO_WLA
Basic_3inp model is applied
Learning rate is 0.000010
Apply pretrain model!
=================================================================
Layer (type:depth-idx)                   Param #
=================================================================
CNN_allsites                             --
©À©¤Sequential: 1-1                        --
©¦    ©¸©¤Conv1d: 2-1                       (688)
©¦    ©¸©¤ReLU: 2-2                         --
©¦    ©¸©¤Conv1d: 2-3                       (3,616)
©¦    ©¸©¤ReLU: 2-4                         --
©¦    ©¸©¤Conv1d: 2-5                       (14,400)
©¦    ©¸©¤ReLU: 2-6                         --
©¦    ©¸©¤Flatten: 2-7                      --
©¦    ©¸©¤Linear: 2-8                       (1,442,816)
©¦    ©¸©¤ReLU: 2-9                         --
©¦    ©¸©¤Linear: 2-10                      (524,800)
©¦    ©¸©¤ReLU: 2-11                        --
©¦    ©¸©¤Linear: 2-12                      (455,031)
©¦    ©¸©¤ReLU: 2-13                        --
©À©¤Sequential: 1-2                        --
©¦    ©¸©¤Conv1d: 2-14                      (664)
©¦    ©¸©¤ReLU: 2-15                        --
©¦    ©¸©¤Conv1d: 2-16                      (5,264)
©¦    ©¸©¤ReLU: 2-17                        --
©¦    ©¸©¤Conv1d: 2-18                      (10,512)
©¦    ©¸©¤ReLU: 2-19                        --
©¦    ©¸©¤Flatten: 2-20                     --
©¦    ©¸©¤Linear: 2-21                      (1,639,424)
©¦    ©¸©¤ReLU: 2-22                        --
©¦    ©¸©¤Linear: 2-23                      (524,800)
©¦    ©¸©¤ReLU: 2-24                        --
©¦    ©¸©¤Linear: 2-25                      (455,031)
©¦    ©¸©¤ReLU: 2-26                        --
©À©¤ModuleList: 1-3                        --
©¦    ©¸©¤Sequential: 2-27                  --
©¦    ©¦    ©¸©¤Linear: 3-1                  787,656
©¦    ©¦    ©¸©¤ReLU: 3-2                    --
©¦    ©¦    ©¸©¤Linear: 3-3                  787,656
©¦    ©¦    ©¸©¤ReLU: 3-4                    --
©¦    ©¦    ©¸©¤Linear: 3-5                  787,656
©¦    ©¦    ©¸©¤ReLU: 3-6                    --
©À©¤ModuleList: 1-4                        --
©¦    ©¸©¤Sequential: 2-28                  --
©¦    ©¦    ©¸©¤Linear: 3-7                  787,656
©¦    ©¦    ©¸©¤Sigmoid: 3-8                 --
©¦    ©¦    ©¸©¤Linear: 3-9                  787,656
©¦    ©¦    ©¸©¤Sigmoid: 3-10                --
©¦    ©¦    ©¸©¤Linear: 3-11                 787,656
©¦    ©¦    ©¸©¤Sigmoid: 3-12                --
©À©¤Sequential: 1-5                        --
©¦    ©¸©¤Linear: 2-29                      113,664
©¦    ©¸©¤Linear: 2-30                      16,512
©¦    ©¸©¤Linear: 2-31                      8,514
=================================================================
Total params: 9,941,672
Trainable params: 4,864,626
Non-trainable params: 5,077,046
=================================================================
Epoch [1/500]	 Average training and validation loss: 1.1210E-03 1.4613E-03	Time: 3.08s
Epoch [33/500]	 Average training and validation loss: 5.9983E-04 9.7220E-04	Time: 0.05s
Epoch [34/500]	 Average training and validation loss: 5.9580E-04 9.6634E-04	Time: 0.05s
Epoch [35/500]	 Average training and validation loss: 5.9189E-04 9.6064E-04	Time: 0.05s
Epoch [36/500]	 Average training and validation loss: 5.8809E-04 9.5508E-04	Time: 0.04s
Epoch [37/500]	 Average training and validation loss: 5.8440E-04 9.4966E-04	Time: 0.04s
Epoch [38/500]	 Average training and validation loss: 5.8082E-04 9.4441E-04	Time: 0.05s
Epoch [39/500]	 Average training and validation loss: 5.7733E-04 9.3929E-04	Time: 0.05s
Epoch [40/500]	 Average training and validation loss: 5.7393E-04 9.3431E-04	Time: 0.05s
Epoch [41/500]	 Average training and validation loss: 5.7061E-04 9.2947E-04	Time: 0.04s
Epoch [42/500]	 Average training and validation loss: 5.6737E-04 9.2472E-04	Time: 0.05s
Epoch [43/500]	 Average training and validation loss: 5.6420E-04 9.2009E-04	Time: 0.05s
Epoch [44/500]	 Average training and validation loss: 5.6111E-04 9.1555E-04	Time: 0.05s
Epoch [45/500]	 Average training and validation loss: 5.5808E-04 9.1113E-04	Time: 0.05s
Epoch [46/500]	 Average training and validation loss: 5.5512E-04 9.0681E-04	Time: 0.05s
Epoch [47/500]	 Average training and validation loss: 5.5223E-04 9.0258E-04	Time: 0.05s
Epoch [48/500]	 Average training and validation loss: 5.4939E-04 8.9843E-04	Time: 0.05s
Epoch [49/500]	 Average training and validation loss: 5.4660E-04 8.9433E-04	Time: 0.05s
Epoch [50/500]	 Average training and validation loss: 5.4387E-04 8.9032E-04	Time: 0.05s
Epoch [51/500]	 Average training and validation loss: 5.4118E-04 8.8638E-04	Time: 0.05s
Epoch [52/500]	 Average training and validation loss: 5.3854E-04 8.8248E-04	Time: 0.05s
Epoch [53/500]	 Average training and validation loss: 5.3595E-04 8.7865E-04	Time: 0.04s
Epoch [54/500]	 Average training and validation loss: 5.3341E-04 8.7490E-04	Time: 0.05s
Epoch [55/500]	 Average training and validation loss: 5.3092E-04 8.7122E-04	Time: 0.05s
Epoch [56/500]	 Average training and validation loss: 5.2847E-04 8.6759E-04	Time: 0.05s
Epoch [57/500]	 Average training and validation loss: 5.2606E-04 8.6405E-04	Time: 0.05s
Epoch [58/500]	 Average training and validation loss: 5.2370E-04 8.6058E-04	Time: 0.05s
Epoch [59/500]	 Average training and validation loss: 5.2138E-04 8.5718E-04	Time: 0.05s
Epoch [60/500]	 Average training and validation loss: 5.1909E-04 8.5384E-04	Time: 0.05s
Epoch [61/500]	 Average training and validation loss: 5.1684E-04 8.5054E-04	Time: 0.05s
Epoch [62/500]	 Average training and validation loss: 5.1462E-04 8.4727E-04	Time: 0.05s
Epoch [63/500]	 Average training and validation loss: 5.1242E-04 8.4402E-04	Time: 0.05s
Epoch [64/500]	 Average training and validation loss: 5.1027E-04 8.4091E-04	Time: 0.05s
Epoch [65/500]	 Average training and validation loss: 5.0814E-04 8.3790E-04	Time: 0.05s
Epoch [66/500]	 Average training and validation loss: 5.0604E-04 8.3496E-04	Time: 0.05s
Epoch [67/500]	 Average training and validation loss: 5.0397E-04 8.3209E-04	Time: 0.05s
Epoch [68/500]	 Average training and validation loss: 5.0192E-04 8.2926E-04	Time: 0.05s
Epoch [69/500]	 Average training and validation loss: 4.9990E-04 8.2640E-04	Time: 0.05s
Epoch [70/500]	 Average training and validation loss: 4.9791E-04 8.2354E-04	Time: 0.05s
Epoch [71/500]	 Average training and validation loss: 4.9594E-04 8.2078E-04	Time: 0.05s
Epoch [72/500]	 Average training and validation loss: 4.9399E-04 8.1809E-04	Time: 0.05s
Epoch [73/500]	 Average training and validation loss: 4.9205E-04 8.1547E-04	Time: 0.04s
Epoch [74/500]	 Average training and validation loss: 4.9014E-04 8.1285E-04	Time: 0.05s
Epoch [75/500]	 Average training and validation loss: 4.8826E-04 8.1033E-04	Time: 0.05s
Epoch [76/500]	 Average training and validation loss: 4.8640E-04 8.0787E-04	Time: 0.05s
Epoch [77/500]	 Average training and validation loss: 4.8457E-04 8.0541E-04	Time: 0.04s
Epoch [78/500]	 Average training and validation loss: 4.8276E-04 8.0303E-04	Time: 0.05s
Epoch [79/500]	 Average training and validation loss: 4.8099E-04 8.0073E-04	Time: 0.05s
Epoch [80/500]	 Average training and validation loss: 4.7924E-04 7.9828E-04	Time: 0.05s
Epoch [81/500]	 Average training and validation loss: 4.7747E-04 7.9584E-04	Time: 0.05s
Epoch [82/500]	 Average training and validation loss: 4.7572E-04 7.9344E-04	Time: 0.05s
Epoch [83/500]	 Average training and validation loss: 4.7398E-04 7.9106E-04	Time: 0.05s
Epoch [84/500]	 Average training and validation loss: 4.7227E-04 7.8868E-04	Time: 0.05s
Epoch [85/500]	 Average training and validation loss: 4.7057E-04 7.8638E-04	Time: 0.05s
Epoch [86/500]	 Average training and validation loss: 4.6890E-04 7.8414E-04	Time: 0.05s
Epoch [87/500]	 Average training and validation loss: 4.6725E-04 7.8189E-04	Time: 0.05s
Epoch [88/500]	 Average training and validation loss: 4.6562E-04 7.7968E-04	Time: 0.05s
Epoch [89/500]	 Average training and validation loss: 4.6402E-04 7.7756E-04	Time: 0.05s
Epoch [90/500]	 Average training and validation loss: 4.6243E-04 7.7552E-04	Time: 0.04s
Epoch [91/500]	 Average training and validation loss: 4.6086E-04 7.7353E-04	Time: 0.05s
Epoch [92/500]	 Average training and validation loss: 4.5932E-04 7.7152E-04	Time: 0.05s
Epoch [93/500]	 Average training and validation loss: 4.5779E-04 7.6951E-04	Time: 0.05s
Epoch [94/500]	 Average training and validation loss: 4.5629E-04 7.6758E-04	Time: 0.05s
Epoch [95/500]	 Average training and validation loss: 4.5482E-04 7.6570E-04	Time: 0.05s
Epoch [96/500]	 Average training and validation loss: 4.5336E-04 7.6381E-04	Time: 0.05s
Epoch [97/500]	 Average training and validation loss: 4.5191E-04 7.6193E-04	Time: 0.04s
Epoch [98/500]	 Average training and validation loss: 4.5046E-04 7.6010E-04	Time: 0.05s
Epoch [99/500]	 Average training and validation loss: 4.4903E-04 7.5830E-04	Time: 0.05s
Epoch [100/500]	 Average training and validation loss: 4.4763E-04 7.5649E-04	Time: 0.05s
Epoch [101/500]	 Average training and validation loss: 4.4623E-04 7.5473E-04	Time: 0.05s
Epoch [102/500]	 Average training and validation loss: 4.4486E-04 7.5297E-04	Time: 0.05s
Epoch [103/500]	 Average training and validation loss: 4.4351E-04 7.5125E-04	Time: 0.04s
Epoch [104/500]	 Average training and validation loss: 4.4217E-04 7.4959E-04	Time: 0.05s
Epoch [105/500]	 Average training and validation loss: 4.4084E-04 7.4796E-04	Time: 0.05s
Epoch [106/500]	 Average training and validation loss: 4.3953E-04 7.4634E-04	Time: 0.05s
Epoch [107/500]	 Average training and validation loss: 4.3823E-04 7.4475E-04	Time: 0.05s
Epoch [108/500]	 Average training and validation loss: 4.3695E-04 7.4316E-04	Time: 0.04s
Epoch [109/500]	 Average training and validation loss: 4.3568E-04 7.4162E-04	Time: 0.05s
Epoch [110/500]	 Average training and validation loss: 4.3442E-04 7.4011E-04	Time: 0.05s
Epoch [111/500]	 Average training and validation loss: 4.3317E-04 7.3860E-04	Time: 0.04s
Epoch [112/500]	 Average training and validation loss: 4.3193E-04 7.3712E-04	Time: 0.05s
Epoch [113/500]	 Average training and validation loss: 4.3069E-04 7.3566E-04	Time: 0.05s
Epoch [114/500]	 Average training and validation loss: 4.2947E-04 7.3420E-04	Time: 0.05s
Epoch [115/500]	 Average training and validation loss: 4.2826E-04 7.3277E-04	Time: 0.05s
Epoch [116/500]	 Average training and validation loss: 4.2706E-04 7.3135E-04	Time: 0.05s
Epoch [117/500]	 Average training and validation loss: 4.2587E-04 7.2997E-04	Time: 0.04s
Epoch [118/500]	 Average training and validation loss: 4.2469E-04 7.2860E-04	Time: 0.05s
Epoch [119/500]	 Average training and validation loss: 4.2352E-04 7.2727E-04	Time: 0.05s
Epoch [120/500]	 Average training and validation loss: 4.2236E-04 7.2592E-04	Time: 0.04s
Epoch [121/500]	 Average training and validation loss: 4.2121E-04 7.2457E-04	Time: 0.05s
Epoch [122/500]	 Average training and validation loss: 4.2007E-04 7.2325E-04	Time: 0.05s
Epoch [123/500]	 Average training and validation loss: 4.1894E-04 7.2202E-04	Time: 0.05s
Epoch [124/500]	 Average training and validation loss: 4.1784E-04 7.2085E-04	Time: 0.05s
Epoch [125/500]	 Average training and validation loss: 4.1674E-04 7.1971E-04	Time: 0.05s
Epoch [126/500]	 Average training and validation loss: 4.1565E-04 7.1855E-04	Time: 0.05s
Epoch [127/500]	 Average training and validation loss: 4.1458E-04 7.1745E-04	Time: 0.05s
Epoch [128/500]	 Average training and validation loss: 4.1351E-04 7.1638E-04	Time: 0.05s
Epoch [129/500]	 Average training and validation loss: 4.1245E-04 7.1530E-04	Time: 0.05s
Epoch [130/500]	 Average training and validation loss: 4.1139E-04 7.1424E-04	Time: 0.04s
Epoch [131/500]	 Average training and validation loss: 4.1035E-04 7.1320E-04	Time: 0.05s
Epoch [132/500]	 Average training and validation loss: 4.0931E-04 7.1219E-04	Time: 0.05s
Epoch [133/500]	 Average training and validation loss: 4.0828E-04 7.1120E-04	Time: 0.05s
Epoch [134/500]	 Average training and validation loss: 4.0726E-04 7.1018E-04	Time: 0.04s
Epoch [135/500]	 Average training and validation loss: 4.0624E-04 7.0918E-04	Time: 0.05s
Epoch [136/500]	 Average training and validation loss: 4.0524E-04 7.0819E-04	Time: 0.04s
Epoch [137/500]	 Average training and validation loss: 4.0425E-04 7.0720E-04	Time: 0.05s
Epoch [138/500]	 Average training and validation loss: 4.0326E-04 7.0624E-04	Time: 0.05s
Epoch [139/500]	 Average training and validation loss: 4.0229E-04 7.0532E-04	Time: 0.04s
Epoch [140/500]	 Average training and validation loss: 4.0131E-04 7.0444E-04	Time: 0.05s
Epoch [141/500]	 Average training and validation loss: 4.0035E-04 7.0360E-04	Time: 0.05s
Epoch [142/500]	 Average training and validation loss: 3.9940E-04 7.0277E-04	Time: 0.05s
Epoch [143/500]	 Average training and validation loss: 3.9845E-04 7.0189E-04	Time: 0.04s
Epoch [144/500]	 Average training and validation loss: 3.9751E-04 7.0108E-04	Time: 0.05s
Epoch [145/500]	 Average training and validation loss: 3.9658E-04 7.0030E-04	Time: 0.04s
Epoch [146/500]	 Average training and validation loss: 3.9565E-04 6.9951E-04	Time: 0.05s
Epoch [147/500]	 Average training and validation loss: 3.9473E-04 6.9866E-04	Time: 0.05s
Epoch [148/500]	 Average training and validation loss: 3.9382E-04 6.9787E-04	Time: 0.05s
Epoch [149/500]	 Average training and validation loss: 3.9291E-04 6.9715E-04	Time: 0.05s
Epoch [150/500]	 Average training and validation loss: 3.9202E-04 6.9642E-04	Time: 0.05s
Epoch [151/500]	 Average training and validation loss: 3.9113E-04 6.9570E-04	Time: 0.04s
Epoch [152/500]	 Average training and validation loss: 3.9024E-04 6.9495E-04	Time: 0.05s
Epoch [153/500]	 Average training and validation loss: 3.8936E-04 6.9421E-04	Time: 0.05s
Epoch [154/500]	 Average training and validation loss: 3.8849E-04 6.9353E-04	Time: 0.05s
Epoch [155/500]	 Average training and validation loss: 3.8763E-04 6.9284E-04	Time: 0.04s
Epoch [156/500]	 Average training and validation loss: 3.8677E-04 6.9214E-04	Time: 0.05s
Epoch [157/500]	 Average training and validation loss: 3.8591E-04 6.9146E-04	Time: 0.05s
Epoch [158/500]	 Average training and validation loss: 3.8505E-04 6.9084E-04	Time: 0.05s
Epoch [159/500]	 Average training and validation loss: 3.8421E-04 6.9022E-04	Time: 0.04s
Epoch [160/500]	 Average training and validation loss: 3.8336E-04 6.8962E-04	Time: 0.05s
Epoch [161/500]	 Average training and validation loss: 3.8252E-04 6.8902E-04	Time: 0.05s
Epoch [162/500]	 Average training and validation loss: 3.8168E-04 6.8842E-04	Time: 0.05s
Epoch [163/500]	 Average training and validation loss: 3.8086E-04 6.8786E-04	Time: 0.05s
Epoch [164/500]	 Average training and validation loss: 3.8003E-04 6.8729E-04	Time: 0.05s
Epoch [165/500]	 Average training and validation loss: 3.7922E-04 6.8671E-04	Time: 0.05s
Epoch [166/500]	 Average training and validation loss: 3.7841E-04 6.8615E-04	Time: 0.04s
Epoch [167/500]	 Average training and validation loss: 3.7760E-04 6.8563E-04	Time: 0.05s
Epoch [168/500]	 Average training and validation loss: 3.7679E-04 6.8511E-04	Time: 0.05s
Epoch [169/500]	 Average training and validation loss: 3.7600E-04 6.8462E-04	Time: 0.04s
Epoch [170/500]	 Average training and validation loss: 3.7521E-04 6.8411E-04	Time: 0.04s
Epoch [171/500]	 Average training and validation loss: 3.7442E-04 6.8361E-04	Time: 0.04s
Epoch [172/500]	 Average training and validation loss: 3.7364E-04 6.8310E-04	Time: 0.05s
Epoch [173/500]	 Average training and validation loss: 3.7286E-04 6.8261E-04	Time: 0.04s
Epoch [174/500]	 Average training and validation loss: 3.7209E-04 6.8212E-04	Time: 0.05s
Epoch [175/500]	 Average training and validation loss: 3.7133E-04 6.8168E-04	Time: 0.05s
Epoch [176/500]	 Average training and validation loss: 3.7057E-04 6.8124E-04	Time: 0.05s
Epoch [177/500]	 Average training and validation loss: 3.6981E-04 6.8076E-04	Time: 0.05s
Epoch [178/500]	 Average training and validation loss: 3.6907E-04 6.8028E-04	Time: 0.05s
Epoch [179/500]	 Average training and validation loss: 3.6832E-04 6.7983E-04	Time: 0.04s
Epoch [180/500]	 Average training and validation loss: 3.6758E-04 6.7940E-04	Time: 0.05s
Epoch [181/500]	 Average training and validation loss: 3.6684E-04 6.7896E-04	Time: 0.05s
Epoch [182/500]	 Average training and validation loss: 3.6611E-04 6.7850E-04	Time: 0.05s
Epoch [183/500]	 Average training and validation loss: 3.6539E-04 6.7806E-04	Time: 0.05s
Epoch [184/500]	 Average training and validation loss: 3.6466E-04 6.7761E-04	Time: 0.05s
Epoch [185/500]	 Average training and validation loss: 3.6394E-04 6.7717E-04	Time: 0.04s
Epoch [186/500]	 Average training and validation loss: 3.6323E-04 6.7673E-04	Time: 0.05s
Epoch [187/500]	 Average training and validation loss: 3.6252E-04 6.7633E-04	Time: 0.04s
Epoch [188/500]	 Average training and validation loss: 3.6182E-04 6.7593E-04	Time: 0.05s
Epoch [189/500]	 Average training and validation loss: 3.6111E-04 6.7552E-04	Time: 0.05s
Epoch [190/500]	 Average training and validation loss: 3.6041E-04 6.7514E-04	Time: 0.05s
Epoch [191/500]	 Average training and validation loss: 3.5971E-04 6.7478E-04	Time: 0.05s
Epoch [192/500]	 Average training and validation loss: 3.5902E-04 6.7442E-04	Time: 0.05s
Epoch [193/500]	 Average training and validation loss: 3.5833E-04 6.7403E-04	Time: 0.05s
Epoch [194/500]	 Average training and validation loss: 3.5764E-04 6.7368E-04	Time: 0.05s
Epoch [195/500]	 Average training and validation loss: 3.5696E-04 6.7334E-04	Time: 0.04s
Epoch [196/500]	 Average training and validation loss: 3.5628E-04 6.7296E-04	Time: 0.05s
Epoch [197/500]	 Average training and validation loss: 3.5561E-04 6.7262E-04	Time: 0.05s
Epoch [198/500]	 Average training and validation loss: 3.5493E-04 6.7233E-04	Time: 0.05s
Epoch [199/500]	 Average training and validation loss: 3.5426E-04 6.7201E-04	Time: 0.04s
Epoch [200/500]	 Average training and validation loss: 3.5360E-04 6.7166E-04	Time: 0.05s
Epoch [201/500]	 Average training and validation loss: 3.5294E-04 6.7133E-04	Time: 0.05s
Epoch [202/500]	 Average training and validation loss: 3.5228E-04 6.7102E-04	Time: 0.05s
Epoch [203/500]	 Average training and validation loss: 3.5163E-04 6.7073E-04	Time: 0.05s
Epoch [204/500]	 Average training and validation loss: 3.5098E-04 6.7042E-04	Time: 0.04s
Epoch [205/500]	 Average training and validation loss: 3.5034E-04 6.7011E-04	Time: 0.05s
Epoch [206/500]	 Average training and validation loss: 3.4970E-04 6.6981E-04	Time: 0.04s
Epoch [207/500]	 Average training and validation loss: 3.4906E-04 6.6951E-04	Time: 0.05s
Epoch [208/500]	 Average training and validation loss: 3.4842E-04 6.6919E-04	Time: 0.05s
Epoch [209/500]	 Average training and validation loss: 3.4779E-04 6.6889E-04	Time: 0.05s
Epoch [210/500]	 Average training and validation loss: 3.4717E-04 6.6860E-04	Time: 0.05s
Epoch [211/500]	 Average training and validation loss: 3.4654E-04 6.6828E-04	Time: 0.05s
Epoch [212/500]	 Average training and validation loss: 3.4591E-04 6.6798E-04	Time: 0.05s
Epoch [213/500]	 Average training and validation loss: 3.4529E-04 6.6770E-04	Time: 0.05s
Epoch [214/500]	 Average training and validation loss: 3.4467E-04 6.6742E-04	Time: 0.05s
Epoch [215/500]	 Average training and validation loss: 3.4405E-04 6.6713E-04	Time: 0.05s
Epoch [216/500]	 Average training and validation loss: 3.4344E-04 6.6682E-04	Time: 0.05s
Epoch [217/500]	 Average training and validation loss: 3.4282E-04 6.6656E-04	Time: 0.05s
Epoch [218/500]	 Average training and validation loss: 3.4221E-04 6.6634E-04	Time: 0.04s
Epoch [219/500]	 Average training and validation loss: 3.4161E-04 6.6609E-04	Time: 0.05s
Epoch [220/500]	 Average training and validation loss: 3.4100E-04 6.6583E-04	Time: 0.04s
Epoch [221/500]	 Average training and validation loss: 3.4038E-04 6.6558E-04	Time: 0.05s
Epoch [222/500]	 Average training and validation loss: 3.3977E-04 6.6535E-04	Time: 0.05s
Epoch [223/500]	 Average training and validation loss: 3.3916E-04 6.6511E-04	Time: 0.05s
Epoch [224/500]	 Average training and validation loss: 3.3855E-04 6.6488E-04	Time: 0.05s
Epoch [225/500]	 Average training and validation loss: 3.3794E-04 6.6466E-04	Time: 0.05s
Epoch [226/500]	 Average training and validation loss: 3.3733E-04 6.6445E-04	Time: 0.04s
Epoch [227/500]	 Average training and validation loss: 3.3673E-04 6.6424E-04	Time: 0.05s
Epoch [228/500]	 Average training and validation loss: 3.3614E-04 6.6401E-04	Time: 0.05s
Epoch [229/500]	 Average training and validation loss: 3.3554E-04 6.6378E-04	Time: 0.04s
Epoch [230/500]	 Average training and validation loss: 3.3496E-04 6.6356E-04	Time: 0.05s
Epoch [231/500]	 Average training and validation loss: 3.3437E-04 6.6337E-04	Time: 0.05s
Epoch [232/500]	 Average training and validation loss: 3.3379E-04 6.6317E-04	Time: 0.05s
Epoch [233/500]	 Average training and validation loss: 3.3322E-04 6.6298E-04	Time: 0.05s
Epoch [234/500]	 Average training and validation loss: 3.3265E-04 6.6280E-04	Time: 0.05s
Epoch [235/500]	 Average training and validation loss: 3.3208E-04 6.6261E-04	Time: 0.05s
Epoch [236/500]	 Average training and validation loss: 3.3151E-04 6.6242E-04	Time: 0.05s
Epoch [237/500]	 Average training and validation loss: 3.3095E-04 6.6225E-04	Time: 0.05s
Epoch [238/500]	 Average training and validation loss: 3.3038E-04 6.6206E-04	Time: 0.05s
Epoch [239/500]	 Average training and validation loss: 3.2982E-04 6.6190E-04	Time: 0.05s
Epoch [240/500]	 Average training and validation loss: 3.2927E-04 6.6176E-04	Time: 0.05s
Epoch [241/500]	 Average training and validation loss: 3.2872E-04 6.6163E-04	Time: 0.05s
Epoch [242/500]	 Average training and validation loss: 3.2816E-04 6.6148E-04	Time: 0.05s
