The path of the results is all_sites\CNN_HPO
Basic_3inp model is applied
Learning rate is 0.001400
=================================================================
Layer (type:depth-idx)                   Param #
=================================================================
CNN_allsites                             --
©À©¤Sequential: 1-1                        --
©¦    ©¸©¤Conv1d: 2-1                       688
©¦    ©¸©¤ReLU: 2-2                         --
©¦    ©¸©¤Conv1d: 2-3                       3,616
©¦    ©¸©¤ReLU: 2-4                         --
©¦    ©¸©¤Conv1d: 2-5                       14,400
©¦    ©¸©¤ReLU: 2-6                         --
©¦    ©¸©¤Flatten: 2-7                      --
©¦    ©¸©¤Linear: 2-8                       1,442,816
©¦    ©¸©¤ReLU: 2-9                         --
©¦    ©¸©¤Linear: 2-10                      524,800
©¦    ©¸©¤ReLU: 2-11                        --
©¦    ©¸©¤Linear: 2-12                      455,031
©¦    ©¸©¤ReLU: 2-13                        --
©À©¤Sequential: 1-2                        --
©¦    ©¸©¤Conv1d: 2-14                      664
©¦    ©¸©¤ReLU: 2-15                        --
©¦    ©¸©¤Conv1d: 2-16                      5,264
©¦    ©¸©¤ReLU: 2-17                        --
©¦    ©¸©¤Conv1d: 2-18                      10,512
©¦    ©¸©¤ReLU: 2-19                        --
©¦    ©¸©¤Flatten: 2-20                     --
©¦    ©¸©¤Linear: 2-21                      1,639,424
©¦    ©¸©¤ReLU: 2-22                        --
©¦    ©¸©¤Linear: 2-23                      524,800
©¦    ©¸©¤ReLU: 2-24                        --
©¦    ©¸©¤Linear: 2-25                      455,031
©¦    ©¸©¤ReLU: 2-26                        --
©À©¤ModuleList: 1-3                        --
©¦    ©¸©¤Sequential: 2-27                  --
©¦    ©¦    ©¸©¤Linear: 3-1                  787,656
©¦    ©¦    ©¸©¤ReLU: 3-2                    --
©¦    ©¦    ©¸©¤Linear: 3-3                  787,656
©¦    ©¦    ©¸©¤ReLU: 3-4                    --
©¦    ©¦    ©¸©¤Linear: 3-5                  787,656
©¦    ©¦    ©¸©¤ReLU: 3-6                    --
©À©¤ModuleList: 1-4                        --
©¦    ©¸©¤Sequential: 2-28                  --
©¦    ©¦    ©¸©¤Linear: 3-7                  787,656
©¦    ©¦    ©¸©¤Sigmoid: 3-8                 --
©¦    ©¦    ©¸©¤Linear: 3-9                  787,656
©¦    ©¦    ©¸©¤Sigmoid: 3-10                --
©¦    ©¦    ©¸©¤Linear: 3-11                 787,656
©¦    ©¦    ©¸©¤Sigmoid: 3-12                --
©À©¤Sequential: 1-5                        --
©¦    ©¸©¤Linear: 2-29                      113,664
©¦    ©¸©¤Linear: 2-30                      16,512
©¦    ©¸©¤Linear: 2-31                      8,514
=================================================================
Total params: 9,941,672
Trainable params: 9,941,672
Non-trainable params: 0
=================================================================
Epoch [1/1000]	 Average training and validation loss: 2.5381E-02 7.7328E-03	Time: 13.01s
Epoch [40/1000]	 Average training and validation loss: 7.4097E-04 7.2189E-04	Time: 10.57s
Epoch [41/1000]	 Average training and validation loss: 7.3499E-04 7.1863E-04	Time: 10.61s
Epoch [42/1000]	 Average training and validation loss: 7.1773E-04 7.0310E-04	Time: 10.55s
Epoch [43/1000]	 Average training and validation loss: 7.2843E-04 6.9129E-04	Time: 10.64s
Epoch [44/1000]	 Average training and validation loss: 7.0508E-04 7.0776E-04	Time: 10.56s
Epoch [45/1000]	 Average training and validation loss: 7.0807E-04 7.0640E-04	Time: 10.75s
Epoch [46/1000]	 Average training and validation loss: 7.0392E-04 6.8298E-04	Time: 10.58s
Epoch [47/1000]	 Average training and validation loss: 6.9671E-04 7.7405E-04	Time: 10.70s
Epoch [48/1000]	 Average training and validation loss: 6.8621E-04 6.7585E-04	Time: 10.57s
Epoch [49/1000]	 Average training and validation loss: 6.8026E-04 6.7817E-04	Time: 10.67s
Epoch [50/1000]	 Average training and validation loss: 6.8814E-04 6.7081E-04	Time: 10.57s
Epoch [51/1000]	 Average training and validation loss: 7.6207E-04 6.8828E-04	Time: 10.56s
Epoch [52/1000]	 Average training and validation loss: 6.8788E-04 6.5538E-04	Time: 10.68s
Epoch [53/1000]	 Average training and validation loss: 6.7030E-04 6.5909E-04	Time: 10.56s
Epoch [54/1000]	 Average training and validation loss: 7.1595E-04 6.4492E-04	Time: 10.68s
Epoch [55/1000]	 Average training and validation loss: 6.4491E-04 6.5143E-04	Time: 10.57s
Epoch [56/1000]	 Average training and validation loss: 6.4932E-04 6.3927E-04	Time: 10.69s
Epoch [57/1000]	 Average training and validation loss: 6.5795E-04 6.3891E-04	Time: 10.59s
Epoch [58/1000]	 Average training and validation loss: 6.2490E-04 6.2786E-04	Time: 10.72s
Epoch [59/1000]	 Average training and validation loss: 6.3676E-04 6.1334E-04	Time: 10.60s
Epoch [60/1000]	 Average training and validation loss: 6.2864E-04 6.3292E-04	Time: 10.55s
Epoch [61/1000]	 Average training and validation loss: 6.3931E-04 6.2098E-04	Time: 10.65s
Epoch [62/1000]	 Average training and validation loss: 6.0826E-04 7.7429E-04	Time: 10.64s
Epoch [63/1000]	 Average training and validation loss: 6.1918E-04 6.1328E-04	Time: 10.58s
Epoch [64/1000]	 Average training and validation loss: 6.2126E-04 6.3013E-04	Time: 10.65s
Epoch [65/1000]	 Average training and validation loss: 6.0139E-04 6.0193E-04	Time: 10.58s
Epoch [66/1000]	 Average training and validation loss: 6.1127E-04 7.1393E-04	Time: 10.69s
Epoch [67/1000]	 Average training and validation loss: 6.2380E-04 5.9768E-04	Time: 10.79s
Epoch [68/1000]	 Average training and validation loss: 6.4614E-04 5.9217E-04	Time: 10.70s
Epoch [69/1000]	 Average training and validation loss: 5.8235E-04 5.8954E-04	Time: 10.64s
Epoch [70/1000]	 Average training and validation loss: 6.1903E-04 6.7926E-04	Time: 10.59s
Epoch [71/1000]	 Average training and validation loss: 6.0700E-04 5.7710E-04	Time: 10.67s
Epoch [72/1000]	 Average training and validation loss: 5.8125E-04 5.7922E-04	Time: 10.56s
Epoch [73/1000]	 Average training and validation loss: 5.7811E-04 5.8116E-04	Time: 10.66s
Epoch [74/1000]	 Average training and validation loss: 5.9773E-04 5.8796E-04	Time: 10.57s
Epoch [75/1000]	 Average training and validation loss: 5.7536E-04 5.8441E-04	Time: 10.58s
Epoch [76/1000]	 Average training and validation loss: 5.8746E-04 5.6392E-04	Time: 10.64s
Epoch [77/1000]	 Average training and validation loss: 5.6346E-04 5.7994E-04	Time: 10.57s
Epoch [78/1000]	 Average training and validation loss: 5.6881E-04 6.6874E-04	Time: 10.69s
Epoch [79/1000]	 Average training and validation loss: 6.2849E-04 5.8698E-04	Time: 10.61s
Epoch [80/1000]	 Average training and validation loss: 5.6311E-04 5.7776E-04	Time: 10.77s
Epoch [81/1000]	 Average training and validation loss: 5.6422E-04 5.9073E-04	Time: 10.56s
Epoch [82/1000]	 Average training and validation loss: 5.6393E-04 5.7032E-04	Time: 10.73s
Epoch [83/1000]	 Average training and validation loss: 5.5055E-04 5.9448E-04	Time: 10.57s
Epoch [84/1000]	 Average training and validation loss: 5.7139E-04 7.2138E-04	Time: 10.65s
Epoch [85/1000]	 Average training and validation loss: 5.6304E-04 5.6034E-04	Time: 10.82s
Epoch [86/1000]	 Average training and validation loss: 5.4355E-04 5.6651E-04	Time: 10.79s
Epoch [87/1000]	 Average training and validation loss: 5.4076E-04 5.4432E-04	Time: 11.00s
Epoch [88/1000]	 Average training and validation loss: 5.7635E-04 5.5965E-04	Time: 10.86s
Epoch [89/1000]	 Average training and validation loss: 5.3249E-04 5.4626E-04	Time: 10.95s
Epoch [90/1000]	 Average training and validation loss: 5.4280E-04 5.5728E-04	Time: 10.85s
Epoch [91/1000]	 Average training and validation loss: 5.5104E-04 6.3490E-04	Time: 10.84s
Epoch [92/1000]	 Average training and validation loss: 5.4509E-04 5.3848E-04	Time: 10.86s
Epoch [93/1000]	 Average training and validation loss: 5.3877E-04 5.4519E-04	Time: 10.96s
Epoch [94/1000]	 Average training and validation loss: 5.3329E-04 5.8494E-04	Time: 10.86s
Epoch [95/1000]	 Average training and validation loss: 5.1749E-04 5.5898E-04	Time: 10.88s
Epoch [96/1000]	 Average training and validation loss: 6.0465E-04 5.3261E-04	Time: 10.97s
Epoch [97/1000]	 Average training and validation loss: 5.2124E-04 5.3049E-04	Time: 10.87s
Epoch [98/1000]	 Average training and validation loss: 5.1543E-04 5.4103E-04	Time: 10.97s
Epoch [99/1000]	 Average training and validation loss: 5.2361E-04 5.9040E-04	Time: 10.86s
Epoch [100/1000]	 Average training and validation loss: 5.2859E-04 5.5468E-04	Time: 10.86s
Epoch [101/1000]	 Average training and validation loss: 5.2508E-04 5.3690E-04	Time: 10.96s
Epoch [102/1000]	 Average training and validation loss: 5.1695E-04 5.5892E-04	Time: 10.86s
Epoch [103/1000]	 Average training and validation loss: 5.8651E-04 5.2717E-04	Time: 10.99s
Epoch [104/1000]	 Average training and validation loss: 5.1029E-04 5.2524E-04	Time: 10.89s
Epoch [105/1000]	 Average training and validation loss: 5.1707E-04 5.6362E-04	Time: 10.99s
Epoch [106/1000]	 Average training and validation loss: 5.1146E-04 5.1832E-04	Time: 10.87s
Epoch [107/1000]	 Average training and validation loss: 5.0549E-04 5.1771E-04	Time: 10.97s
Epoch [108/1000]	 Average training and validation loss: 5.3827E-04 5.3537E-04	Time: 10.89s
Epoch [109/1000]	 Average training and validation loss: 5.0709E-04 5.2169E-04	Time: 10.97s
Epoch [110/1000]	 Average training and validation loss: 5.0043E-04 5.4661E-04	Time: 10.89s
Epoch [111/1000]	 Average training and validation loss: 5.0919E-04 5.2926E-04	Time: 10.99s
Epoch [112/1000]	 Average training and validation loss: 4.9423E-04 5.1095E-04	Time: 10.96s
Epoch [113/1000]	 Average training and validation loss: 5.0963E-04 5.1880E-04	Time: 10.85s
Epoch [114/1000]	 Average training and validation loss: 5.0239E-04 5.2903E-04	Time: 10.99s
Epoch [115/1000]	 Average training and validation loss: 4.9535E-04 5.1939E-04	Time: 10.85s
Epoch [116/1000]	 Average training and validation loss: 5.1110E-04 5.2931E-04	Time: 10.88s
Epoch [117/1000]	 Average training and validation loss: 6.5184E-04 5.4701E-04	Time: 10.87s
Epoch [118/1000]	 Average training and validation loss: 4.9404E-04 5.2468E-04	Time: 10.98s
Epoch [119/1000]	 Average training and validation loss: 4.9040E-04 5.6813E-04	Time: 10.86s
Epoch [120/1000]	 Average training and validation loss: 4.9361E-04 5.5974E-04	Time: 10.96s
Epoch [121/1000]	 Average training and validation loss: 4.8584E-04 5.1041E-04	Time: 10.86s
Epoch [122/1000]	 Average training and validation loss: 4.7519E-04 5.0620E-04	Time: 10.97s
Epoch [123/1000]	 Average training and validation loss: 4.8251E-04 5.1556E-04	Time: 10.84s
Epoch [124/1000]	 Average training and validation loss: 6.2438E-04 5.2526E-04	Time: 10.95s
Epoch [125/1000]	 Average training and validation loss: 4.8323E-04 5.0764E-04	Time: 10.82s
Epoch [126/1000]	 Average training and validation loss: 4.7426E-04 5.1587E-04	Time: 10.82s
Epoch [127/1000]	 Average training and validation loss: 5.0862E-04 5.3088E-04	Time: 10.94s
Epoch [128/1000]	 Average training and validation loss: 4.8616E-04 5.0696E-04	Time: 10.82s
Epoch [129/1000]	 Average training and validation loss: 4.6903E-04 5.0873E-04	Time: 10.81s
Epoch [130/1000]	 Average training and validation loss: 4.7716E-04 4.9897E-04	Time: 10.90s
Epoch [131/1000]	 Average training and validation loss: 4.8033E-04 5.0653E-04	Time: 10.83s
Epoch [132/1000]	 Average training and validation loss: 4.9216E-04 5.1547E-04	Time: 10.92s
Epoch [133/1000]	 Average training and validation loss: 4.8595E-04 5.3218E-04	Time: 10.80s
Epoch [134/1000]	 Average training and validation loss: 4.7991E-04 5.0785E-04	Time: 10.81s
Epoch [135/1000]	 Average training and validation loss: 4.6767E-04 5.0035E-04	Time: 10.91s
Epoch [136/1000]	 Average training and validation loss: 4.7988E-04 5.3339E-04	Time: 10.82s
Epoch [137/1000]	 Average training and validation loss: 4.8364E-04 5.6817E-04	Time: 10.81s
Epoch [138/1000]	 Average training and validation loss: 7.9628E-04 5.7255E-04	Time: 10.82s
Epoch [139/1000]	 Average training and validation loss: 4.9467E-04 5.0317E-04	Time: 10.92s
Epoch [140/1000]	 Average training and validation loss: 4.7053E-04 5.0085E-04	Time: 10.81s
Epoch [141/1000]	 Average training and validation loss: 4.6704E-04 5.0263E-04	Time: 10.91s
Epoch [142/1000]	 Average training and validation loss: 4.6364E-04 5.2095E-04	Time: 10.80s
Epoch [143/1000]	 Average training and validation loss: 4.6246E-04 5.0866E-04	Time: 10.90s
Epoch [144/1000]	 Average training and validation loss: 4.5828E-04 5.1786E-04	Time: 10.80s
Epoch [145/1000]	 Average training and validation loss: 4.6065E-04 5.3586E-04	Time: 10.92s
Epoch [146/1000]	 Average training and validation loss: 4.6173E-04 4.9247E-04	Time: 10.82s
Epoch [147/1000]	 Average training and validation loss: 4.7754E-04 4.9969E-04	Time: 10.84s
Epoch [148/1000]	 Average training and validation loss: 4.8999E-04 5.0155E-04	Time: 10.90s
Epoch [149/1000]	 Average training and validation loss: 4.8030E-04 5.0183E-04	Time: 10.77s
Epoch [150/1000]	 Average training and validation loss: 4.7229E-04 5.3155E-04	Time: 10.80s
Epoch [151/1000]	 Average training and validation loss: 5.8808E-04 5.1905E-04	Time: 10.91s
Epoch [152/1000]	 Average training and validation loss: 4.6536E-04 5.0140E-04	Time: 10.76s
Epoch [153/1000]	 Average training and validation loss: 4.5084E-04 4.9601E-04	Time: 10.92s
Epoch [154/1000]	 Average training and validation loss: 4.4944E-04 5.1192E-04	Time: 10.85s
Epoch [155/1000]	 Average training and validation loss: 4.5183E-04 5.1606E-04	Time: 10.90s
Epoch [156/1000]	 Average training and validation loss: 4.5573E-04 5.0753E-04	Time: 10.82s
Epoch [157/1000]	 Average training and validation loss: 4.6169E-04 5.2124E-04	Time: 10.91s
Epoch [158/1000]	 Average training and validation loss: 4.7105E-04 5.0122E-04	Time: 10.78s
Epoch [159/1000]	 Average training and validation loss: 4.4825E-04 4.9697E-04	Time: 10.82s
Epoch [160/1000]	 Average training and validation loss: 4.4604E-04 5.0907E-04	Time: 10.93s
Epoch [161/1000]	 Average training and validation loss: 4.6372E-04 5.3597E-04	Time: 10.81s
Epoch [162/1000]	 Average training and validation loss: 4.6139E-04 5.1454E-04	Time: 10.92s
Epoch [163/1000]	 Average training and validation loss: 4.4692E-04 4.9964E-04	Time: 10.76s
Epoch [164/1000]	 Average training and validation loss: 4.3660E-04 5.0087E-04	Time: 10.82s
Epoch [165/1000]	 Average training and validation loss: 4.4386E-04 4.8663E-04	Time: 10.87s
Epoch [166/1000]	 Average training and validation loss: 4.6629E-04 4.9611E-04	Time: 10.82s
Epoch [167/1000]	 Average training and validation loss: 4.4567E-04 4.9176E-04	Time: 10.87s
Epoch [168/1000]	 Average training and validation loss: 4.4347E-04 4.8721E-04	Time: 10.80s
Epoch [169/1000]	 Average training and validation loss: 5.1111E-04 5.2020E-04	Time: 10.84s
Epoch [170/1000]	 Average training and validation loss: 4.6155E-04 5.0450E-04	Time: 10.92s
Epoch [171/1000]	 Average training and validation loss: 4.4837E-04 4.9127E-04	Time: 10.81s
Epoch [172/1000]	 Average training and validation loss: 4.4267E-04 4.9007E-04	Time: 10.92s
Epoch [173/1000]	 Average training and validation loss: 4.4475E-04 4.9270E-04	Time: 10.81s
Epoch [174/1000]	 Average training and validation loss: 4.4323E-04 4.9807E-04	Time: 10.83s
Epoch [175/1000]	 Average training and validation loss: 4.3296E-04 4.9172E-04	Time: 10.92s
Epoch [176/1000]	 Average training and validation loss: 4.2438E-04 4.8846E-04	Time: 10.81s
Epoch [177/1000]	 Average training and validation loss: 4.2247E-04 4.8750E-04	Time: 10.95s
Epoch [178/1000]	 Average training and validation loss: 4.2545E-04 4.9260E-04	Time: 10.82s
Epoch [179/1000]	 Average training and validation loss: 4.4274E-04 4.9144E-04	Time: 10.90s
Epoch [180/1000]	 Average training and validation loss: 4.5369E-04 4.9163E-04	Time: 10.78s
Epoch [181/1000]	 Average training and validation loss: 4.6148E-04 4.9495E-04	Time: 10.81s
Epoch [182/1000]	 Average training and validation loss: 4.6021E-04 5.1800E-04	Time: 10.92s
Epoch [183/1000]	 Average training and validation loss: 4.5500E-04 5.5787E-04	Time: 10.80s
Epoch [184/1000]	 Average training and validation loss: 4.4293E-04 6.0012E-04	Time: 10.91s
Epoch [185/1000]	 Average training and validation loss: 4.4585E-04 6.3218E-04	Time: 10.78s
Epoch [186/1000]	 Average training and validation loss: 4.4336E-04 5.9902E-04	Time: 10.77s
Epoch [187/1000]	 Average training and validation loss: 4.3917E-04 5.8284E-04	Time: 10.85s
Epoch [188/1000]	 Average training and validation loss: 4.3518E-04 5.5672E-04	Time: 10.84s
Epoch [189/1000]	 Average training and validation loss: 4.3597E-04 5.4221E-04	Time: 10.67s
Epoch [190/1000]	 Average training and validation loss: 4.3473E-04 5.3979E-04	Time: 10.56s
Epoch [191/1000]	 Average training and validation loss: 4.3084E-04 5.2532E-04	Time: 10.58s
Epoch [192/1000]	 Average training and validation loss: 4.3058E-04 5.0869E-04	Time: 10.65s
Epoch [193/1000]	 Average training and validation loss: 4.2709E-04 5.1097E-04	Time: 10.57s
Epoch [194/1000]	 Average training and validation loss: 4.2894E-04 5.1328E-04	Time: 10.67s
Epoch [195/1000]	 Average training and validation loss: 4.1872E-04 4.9538E-04	Time: 10.58s
Epoch [196/1000]	 Average training and validation loss: 4.0792E-04 4.9216E-04	Time: 10.65s
Epoch [197/1000]	 Average training and validation loss: 4.0278E-04 4.9049E-04	Time: 10.57s
Epoch [198/1000]	 Average training and validation loss: 3.9995E-04 4.8880E-04	Time: 10.58s
Epoch [199/1000]	 Average training and validation loss: 4.0972E-04 5.5630E-04	Time: 10.66s
Epoch [200/1000]	 Average training and validation loss: 4.2231E-04 4.9714E-04	Time: 10.58s
Epoch [201/1000]	 Average training and validation loss: 4.1113E-04 4.9356E-04	Time: 10.57s
Epoch [202/1000]	 Average training and validation loss: 4.3480E-04 5.2016E-04	Time: 10.65s
Epoch [203/1000]	 Average training and validation loss: 4.2876E-04 6.0214E-04	Time: 10.58s
Epoch [204/1000]	 Average training and validation loss: 4.3721E-04 5.2407E-04	Time: 10.66s
Epoch [205/1000]	 Average training and validation loss: 4.2998E-04 5.0239E-04	Time: 10.57s
Epoch [206/1000]	 Average training and validation loss: 4.3538E-04 4.9854E-04	Time: 10.55s
Epoch [207/1000]	 Average training and validation loss: 4.6214E-04 6.0502E-04	Time: 10.64s
Epoch [208/1000]	 Average training and validation loss: 4.5279E-04 5.7891E-04	Time: 10.65s
Epoch [209/1000]	 Average training and validation loss: 4.3982E-04 5.1925E-04	Time: 10.57s
Epoch [210/1000]	 Average training and validation loss: 4.2063E-04 5.0084E-04	Time: 10.56s
Epoch [211/1000]	 Average training and validation loss: 4.1430E-04 5.0423E-04	Time: 10.59s
Epoch [212/1000]	 Average training and validation loss: 4.1052E-04 4.9617E-04	Time: 10.66s
Epoch [213/1000]	 Average training and validation loss: 4.0527E-04 4.9270E-04	Time: 10.55s
Epoch [214/1000]	 Average training and validation loss: 3.9780E-04 4.9156E-04	Time: 10.63s
Epoch [215/1000]	 Average training and validation loss: 4.5270E-04 6.8055E-04	Time: 10.56s
Epoch [216/1000]	 Average training and validation loss: 4.2597E-04 5.0535E-04	Time: 10.65s
Epoch [217/1000]	 Average training and validation loss: 3.9867E-04 4.9215E-04	Time: 10.58s
Epoch [218/1000]	 Average training and validation loss: 3.9184E-04 4.8769E-04	Time: 10.57s
Epoch [219/1000]	 Average training and validation loss: 3.8758E-04 4.9009E-04	Time: 10.65s
Epoch [220/1000]	 Average training and validation loss: 3.8470E-04 4.8998E-04	Time: 10.55s
Epoch [221/1000]	 Average training and validation loss: 3.8219E-04 4.9238E-04	Time: 10.68s
Epoch [222/1000]	 Average training and validation loss: 3.8029E-04 4.9104E-04	Time: 10.57s
Epoch [223/1000]	 Average training and validation loss: 3.8995E-04 5.1732E-04	Time: 10.65s
Epoch [224/1000]	 Average training and validation loss: 4.1322E-04 5.1338E-04	Time: 10.54s
Epoch [225/1000]	 Average training and validation loss: 4.3605E-04 5.1580E-04	Time: 10.57s
Epoch [226/1000]	 Average training and validation loss: 4.0805E-04 5.4143E-04	Time: 10.55s
Epoch [227/1000]	 Average training and validation loss: 4.0061E-04 5.4507E-04	Time: 10.64s
Epoch [228/1000]	 Average training and validation loss: 3.9694E-04 5.3682E-04	Time: 10.58s
Epoch [229/1000]	 Average training and validation loss: 3.9894E-04 5.3659E-04	Time: 10.67s
Epoch [230/1000]	 Average training and validation loss: 4.0071E-04 5.2643E-04	Time: 10.57s
Epoch [231/1000]	 Average training and validation loss: 3.9605E-04 5.1895E-04	Time: 10.56s
Epoch [232/1000]	 Average training and validation loss: 3.9137E-04 5.1782E-04	Time: 10.66s
Epoch [233/1000]	 Average training and validation loss: 3.9748E-04 5.4446E-04	Time: 10.55s
Epoch [234/1000]	 Average training and validation loss: 4.0859E-04 5.5490E-04	Time: 10.65s
Epoch [235/1000]	 Average training and validation loss: 4.3775E-04 5.3520E-04	Time: 10.57s
Epoch [236/1000]	 Average training and validation loss: 5.1769E-04 7.0685E-04	Time: 10.57s
Epoch [237/1000]	 Average training and validation loss: 4.3711E-04 6.1495E-04	Time: 10.68s
Epoch [238/1000]	 Average training and validation loss: 4.1412E-04 5.2611E-04	Time: 10.65s
Epoch [239/1000]	 Average training and validation loss: 4.0449E-04 5.1156E-04	Time: 10.57s
